case,a,b,true_retention,lower_retention,upper_retention,status
844,2.0913437764481344,0.03718553463748278,0.027285873101296498,0.0,0.17112467643828583,underresolved
845,8.677655203948303,2.093448278441215,0.8846572270780283,0.8843994901734331,0.8848307891477745,underresolved
846,0.04606430628051986,0.6249627105269757,5.163796630413767e-05,0.0,1.0,indeterminate
847,11.520822915903306,11.231068235376478,0.9849078954073852,0.9847245162609961,0.9850025471880657,resolved
848,4.737805661032444,0.4182398167648921,0.36143206385834853,0.35819597585425733,0.36297472922722296,underresolved
849,0.14720879723070301,1.6197529558613712,0.002628534820278504,0.0,0.081203038209142,underresolved
850,0.1078853719734487,0.1898903789249406,0.00023022900336281137,0.0,1.0,indeterminate
851,0.13964691110201238,7.0543224973664085,0.002619340924721451,0.0,0.19488137565291339,underresolved
852,0.4134130222979602,0.7670271849250797,0.03393964490542336,0.030656501834714023,0.044961192709421574,underresolved
853,1.0180203049395735,0.9498318065309237,0.25003835103069416,0.24853512336571856,0.2510628499268666,underresolved
854,1.7522030451230683,0.535374601791866,0.3092137469724036,0.3090935823005337,0.31240182307937403,underresolved
855,1.5316682650933884,0.23157388766707537,0.13244939986352697,0.1202379848684162,0.13631743235990476,underresolved
856,0.4530668425752193,18.410832735353896,0.07018121259258414,0.06346188384343375,0.07382651239246625,underresolved
857,0.12523897631815392,24.38574182243863,0.0019174111309275166,0.0,0.07628908071659404,underresolved
858,19.024722939893405,1.3263516850590418,0.7951865615634285,0.7947468609376783,0.7954163091614411,underresolved
859,0.044338273331593896,0.035471319558134894,3.080783836711812e-06,0.0,1.0,indeterminate
860,0.11259927698445717,24.329441076350516,0.001399693084366541,0.0,0.4620765087588322,underresolved
861,2.135961685167208,0.051346587763985686,0.03809209112264679,0.0,0.14989572583097238,underresolved
862,0.09892694877944885,11.095813272226092,0.0009502608875568367,0.0,1.0,indeterminate
863,0.21742705530729012,2.8317002227144403,0.009043351969156161,0.00841991187207449,0.07778981619716849,underresolved
864,3.727879090990435,0.08751559692419,0.07855291194694089,0.0,0.10091145142957599,underresolved
865,0.5828284923420571,0.14027052015517055,0.01773583578878795,0.0,0.032344736622715906,underresolved
866,0.05408762655166066,0.10297515110317657,1.613736930788341e-05,0.0,1.0,indeterminate
867,17.141703060003344,3.619968264719719,0.9589980997722556,0.9589090176839198,0.9592279851044675,resolved
868,2.892266687366242,0.03260393592604253,0.02750922058473117,0.0,0.08426740784592128,underresolved
869,13.61562131462581,6.905278789181467,0.9817220829700604,0.9816781213434922,0.981962654075921,resolved
870,5.976906523806081,0.9595060841748512,0.6642602440281392,0.6634882358847634,0.6645730719893015,underresolved
871,0.12317312950027495,0.05174341843781296,9.440896430696643e-05,0.0,1.0,indeterminate
872,0.15697804932774298,24.45461639923608,0.0037264533005084907,0.0,0.13755953559521644,underresolved
873,17.148884394649727,2.1313068836207365,0.9007057892849086,0.9004620630043181,0.9008792768755546,resolved
874,0.1282361869422704,1.6226699523572354,0.0017518636927906868,0.0,0.17503662721033691,underresolved
875,7.451699396520261,9.404798838702074,0.9681247728331722,0.967919314340253,0.96820857743349,resolved
876,1.2604708357249763,0.047681083600546896,0.022898497698525165,0.0,0.07033270801165586,underresolved
877,24.27985232288044,0.49710711482273784,0.4440097691470028,0.44283298966318113,0.44622276523769766,underresolved
878,0.9338925167864772,1.9810080255924813,0.28384927766382984,0.28241296213671263,0.2846548220093305,underresolved
879,3.585000816798607,0.03488375563154087,0.031156405715319548,0.0,0.15306168592514907,underresolved
880,19.11304455700012,0.5481743588918344,0.478722152054882,0.47772802531738684,0.48054845589546097,underresolved
881,0.050581357756677374,0.1766078536500183,2.2420612695450787e-05,0.0,1.0,indeterminate
882,1.091860432738593,13.193688941985608,0.399898127468174,0.39950744376621583,0.4009922429304459,underresolved
883,0.7777024135594371,4.061966749608438,0.22465860180444688,0.22262735453032373,0.22577722448580595,underresolved
884,0.5535067467629852,0.04311421369495976,0.00489200399348107,0.0,0.045459683822964655,underresolved
885,0.6454696792178308,2.150387168859759,0.14462055102869917,0.14329126646062498,0.1481658951760143,underresolved
886,29.387682139303845,0.24214821815402657,0.2349384681211085,0.22573115369736824,0.23965105678761517,underresolved
887,23.186734511669663,0.15552191049400885,0.15324678120566745,0.14509562275814347,0.17668176463939406,underresolved
888,0.19274436938871511,1.8287377649241314,0.005948054436941429,0.0,0.05716225721224607,underresolved
889,0.781778803343756,26.065025778711696,0.23346240827734585,0.23163965631956593,0.23471195403260475,underresolved
890,22.002609609586248,10.524930200797014,0.9924400419802544,0.9923099983681276,0.9925841483936895,resolved
891,0.03393206763249194,0.07163668512641223,2.7867968728655337e-06,0.0,1.0,indeterminate
892,20.205094783027864,0.3796411361578619,0.35362447406507935,0.3510425065426083,0.35673982110881886,underresolved
893,2.4063679780702674,0.1864805511546247,0.1443556610516876,0.13437088057102142,0.15742105498176753,underresolved
894,0.03654698384864692,15.991567025715538,4.8622536957372815e-05,0.0,1.0,indeterminate
895,0.13970773434877684,2.2847879948552285,0.0024266694036905565,0.0,0.14624338965367498,underresolved
896,3.526914318558625,2.8290293405472644,0.8395803515753307,0.8392554577504621,0.8396782799681788,underresolved
897,0.05909688401866606,0.03983165573320141,8.171592563509132e-06,0.0,1.0,indeterminate
898,1.8034835353831262,0.03331655901597424,0.022273127665399656,0.0,0.16010617441632102,underresolved
899,8.521475748063118,13.28518288028957,0.9769295670092849,0.9767415520483458,0.9770235171177668,resolved
900,4.514184175000198,0.03331158134741269,0.030984603284591013,0.0,0.1800291667225875,underresolved
901,4.433197980937615,2.514163574281656,0.862535014556489,0.8623076294191001,0.8627243666619021,underresolved
902,2.5765194738127475,1.0639170199285637,0.5903567988312018,0.5898632533348003,0.5909167558277009,underresolved
903,0.2713468908086653,26.664736071653863,0.017946837200884434,0.01326165529927411,0.04776909727288884,underresolved
904,0.14196976565525662,0.16293444334346374,0.0004465925113198306,0.0,1.0,indeterminate
905,0.2041110348007485,0.8986443232056344,0.005346270514821682,0.0,0.023672902513010925,underresolved
906,13.960296199936856,1.184864527387068,0.7583611459705141,0.7581294084618988,0.7589081520926404,underresolved
907,0.348624349583276,0.032920479029056496,0.0011737687849356954,0.0,0.23986054067662202,underresolved
908,0.15295880908474824,0.6205291927570071,0.0018225780315765032,0.0,0.17949833151047823,underresolved
909,0.05237923864833097,0.2774823171677449,3.826668890068839e-05,0.0,1.0,indeterminate
910,5.735926885788955,0.5492245142566008,0.46025446278417814,0.45831208351437996,0.4611562120289067,underresolved
911,4.4126683714653465,8.798830350361696,0.9216966114004441,0.9215866325691913,0.9219072038769687,resolved
912,5.490872435389653,1.4737657975521619,0.7879643052595685,0.7877273810048001,0.7883432709673808,underresolved
913,0.1745446513658023,0.0874734742549544,0.00044298642104073144,0.0,1.0,indeterminate
914,11.976543498171699,0.0764887732258982,0.07547534206391412,0.03171622660683859,0.14676316001664813,underresolved
915,3.2336787011691115,18.642563120869063,0.8707202310982288,0.8706181438945629,0.8709760702854329,underresolved
916,0.18430610113287962,0.03755870844289979,0.00022349230183218532,0.0,1.0,indeterminate
917,3.486107557429165,0.0655652763772252,0.05810723621792208,0.0,0.08125185586765157,underresolved
918,0.04932023507439189,15.846355835427044,0.00011929704128838209,0.0,1.0,indeterminate
919,11.647282564500706,0.13059655655089594,0.12807812885246947,0.12203409310065572,0.1640459418731408,underresolved
920,0.07684564861311582,1.2489809347475747,0.0003511252071786131,0.0,1.0,indeterminate
921,1.2115797399115908,0.037836353408737526,0.01734429206175327,0.0,0.07835031444984628,underresolved
922,0.2179470498522482,21.3620045728449,0.00964597289352852,0.0,0.04558331411331665,underresolved
923,0.04041741425739714,1.4166929820397542,5.3808381277653124e-05,0.0,1.0,indeterminate
924,19.85531226651452,4.282702190675356,0.9701123605552145,0.9699379568621422,0.9702418782490643,resolved
925,8.530939431932891,0.43843208654446597,0.3933991034867984,0.39194361214896095,0.3962589421822982,underresolved
926,7.921652947540643,0.24403498366477364,0.2315215727398208,0.22180258632528516,0.23557462273740756,underresolved
927,0.21869131023911634,0.07192621181328085,0.0006995642236042866,0.0,0.6068460235372534,underresolved
928,5.861209535118494,2.621364369806341,0.8949633320608299,0.8946962593847999,0.8950842742978597,underresolved
929,4.734400096599291,0.07159170196129112,0.06688348207538718,0.0,0.10642180061544397,underresolved
930,0.7434789345263306,0.04922566550029014,0.010442756748173026,0.0,0.06597623890871024,underresolved
931,10.239764035534174,0.16200898797564814,0.15766296823000078,0.13051228289071637,0.16344483767855672,underresolved
932,4.459861149400306,0.9563945454682583,0.6421446635338306,0.6415489829932695,0.6426593270357911,underresolved
933,0.038635084498241684,0.2916540646118532,1.6110709783315777e-05,0.0,1.0,indeterminate
934,4.437612860848292,4.336980216615952,0.9046560605539188,0.9044624844379378,0.904808561533769,resolved
935,2.0377960534779516,0.04634712098443094,0.03349636740768618,0.0,0.09457846952875473,underresolved
936,0.903283588115668,23.942862119293082,0.300918149616386,0.2990805987655557,0.30130933283463807,underresolved
937,0.06600850191597572,3.291169930868885,0.0002733960837208023,0.0,1.0,indeterminate
938,1.2837928790476905,0.051101927236798586,0.02505811115041735,0.0,0.0709497322079925,underresolved
939,11.376894252767027,0.15926179279092983,0.1554743783409003,0.15062005615620083,0.18033199598691232,underresolved
940,0.12570821347667624,0.04269332930150319,8.276402375186217e-05,0.0,1.0,indeterminate
941,0.07005262003363288,3.381857598499696,0.0003272519820896986,0.0,1.0,indeterminate
942,27.865667839319993,9.60281802399167,0.9927032634338658,0.9926385568271778,0.9929131516012387,resolved
943,18.303685801334133,14.207709333924198,0.9930825649177581,0.9929402436524253,0.9932125339927822,resolved
944,0.09654129875444155,1.2589841943187,0.0006948362890007051,0.0,1.0,indeterminate
945,0.7832304727895237,0.10024264677806573,0.02338389562339625,0.0,0.060716595450982125,underresolved
946,0.3891107493359059,1.8913982416008244,0.04215513055564221,0.03489597420188374,0.04957163281693505,underresolved
947,0.2935055007975269,0.7230756463637795,0.01308800834179314,0.0007050422024828228,0.025901663030986927,underresolved
948,3.244085436869822,12.943775346046365,0.8701109633473546,0.8699651654271995,0.8703244578041945,underresolved
949,0.8908285815275885,0.11175428125045477,0.03268676342513572,0.0,0.05516947343296514,underresolved
950,0.1549887341698943,0.06428429756135537,0.0002304868611236262,0.0,1.0,indeterminate
951,0.20625571792146327,1.5649140499879102,0.006945838429028798,0.0,0.02533593180289925,underresolved
952,0.06366905226893213,17.57319115736945,0.00025612247573875266,0.0,1.0,indeterminate
953,0.24985865547891875,0.07993248669296657,0.0011349414239604746,0.0,0.4224184982088037,underresolved
954,0.20322838899487516,0.05127940686553653,0.0004045395114157969,0.0,1.0,indeterminate
955,4.391363052353304,0.09367414224951888,0.08645457896760174,0.06273988756924678,0.14036786462755865,underresolved
956,0.039334040407773725,5.73881836363603,5.981406090226015e-05,0.0,1.0,indeterminate
957,29.003284711113142,1.2103607922088035,0.7695463338541944,0.7692436355680681,0.7699967063860413,underresolved
958,1.1362350718638066,0.17880744500513057,0.07445776342551638,0.05403944427974932,0.08246817361930404,underresolved
959,11.386580079037193,2.6827396277854385,0.9262824686317328,0.9261028512338322,0.926467628243529,resolved
960,18.531439673085735,4.4524137273485564,0.9714475587767041,0.9713856135245567,0.9716871592040938,resolved
961,1.115833684733431,1.1932144137195608,0.316535848590685,0.3159237019328089,0.31784069348444016,underresolved
962,0.05626190527122407,0.21935953082096424,3.797832276409173e-05,0.0,1.0,indeterminate
963,0.06161570183406372,0.42234702058558077,9.049675194230665e-05,0.0,1.0,indeterminate
964,2.0376827128415522,0.054817187720171474,0.039599713863537916,0.0,0.08240775115224394,underresolved
965,0.10174867123047729,0.7707250982591801,0.0006331836227466388,0.0,0.9559853654357024,indeterminate
966,0.250157926085831,0.09034611147372815,0.0012860124722028935,0.0,0.35614829080074556,underresolved
967,7.280252517097196,0.05621668647816406,0.05457625226020581,0.0,0.0733502705959575,underresolved
968,0.05441085721022498,4.019408442158139,0.00015562865274135597,0.0,1.0,indeterminate
969,4.926064149476005,30.393847743421706,0.9407142695023916,0.9405862352966068,0.9408897763923985,resolved
970,6.053755789497742,0.8631303027538717,0.6275407597925877,0.6269441481468981,0.6282253608949707,underresolved
971,0.48243782944610714,0.20712803123758855,0.016639131235420938,0.0,0.024011478938190764,underresolved
972,1.2545487097641628,0.15561970066158692,0.07352676661644797,0.06931953847665413,0.09912966916321345,underresolved
973,0.059115295756396895,1.982179116566277,0.00018348012011296168,0.0,1.0,indeterminate
974,0.4170507519312164,0.04258353432281421,0.00242633621732611,0.0,0.1660080557637042,underresolved
975,0.6120424774706087,2.4620521176017016,0.13180281115516423,0.12894197332625446,0.13438129970821505,underresolved
976,0.09471555495050768,14.630045871009774,0.0008364379183102735,0.0,0.5366616896455851,underresolved
977,0.18920772607457273,1.0500361107961675,0.004652982443863934,0.0,0.09054989847691701,underresolved
978,0.40570727626084196,4.580219461045036,0.051911342341422514,0.04492834193770184,0.05818399036201903,underresolved
979,0.3207789776985256,0.4098807776142265,0.010808108700517748,0.005777786531148082,0.03814626636305375,underresolved
980,0.06467685298989037,0.40741709502546664,0.00010144236372395897,0.0,1.0,indeterminate
981,11.57937329837819,0.45959270573594424,0.4129715411624378,0.41029935023502895,0.41425306150459745,underresolved
982,9.506604247635618,3.4271133262645104,0.9442525491129413,0.9441066752932604,0.9444380867383577,resolved
983,0.5134927463705979,0.21699230853019752,0.020211715917129357,0.00801188102957895,0.0343513851827684,underresolved
984,0.07452454096493555,0.07552425819435019,3.0913009720482354e-05,0.0,1.0,indeterminate
985,1.9624807803205064,0.9883841279687988,0.4972307323090427,0.4965415986200764,0.4978361820089432,underresolved
986,16.016244760337344,5.0917830207162025,0.975545026227628,0.9753067871984006,0.9756015145060746,resolved
987,0.5304741196174526,25.54408369296358,0.102832777362324,0.09831244728548778,0.10565839549624244,underresolved
988,18.348499197438393,1.1712263392326636,0.7571332824936723,0.756638176741473,0.7574282275511374,underresolved
989,2.8927438120746354,0.15799808385054148,0.13175270800573108,0.10972583770256991,0.14332089006721843,underresolved
990,3.393664804158614,0.7731127931596679,0.5398253514453261,0.5383628004009565,0.5399621544639774,underresolved
991,0.6506166793654529,0.08371134342866239,0.013530003214044944,0.0,0.05256597009433513,underresolved
992,5.388379273418248,0.5153406573132432,0.43540289132059623,0.43415625648785383,0.43735377880406645,underresolved
993,0.47051300854404476,20.814835290310764,0.07707912057840338,0.06903021707669346,0.07856206789571987,underresolved
994,2.366276938812658,0.044505582182739506,0.0347486555691199,0.0,0.11763254239336066,underresolved
995,0.8247204008461968,24.58341473248488,0.2573556978258845,0.25620688362740895,0.25893268726567664,underresolved
996,0.41711252734002024,11.00254846209212,0.05681730888284065,0.052984613881992694,0.06553724691269515,underresolved
997,0.10331657905978683,1.3770809153772376,0.0008782678998386747,0.0,0.9427586519267203,indeterminate
998,0.03429283521145451,14.66546124543408,4.016402619920252e-05,0.0,1.0,indeterminate
999,0.24433243138319552,0.8555686571659378,0.008692629680321718,0.0,0.031244403275451776,underresolved
1000,0.23432892660852475,13.969789673103959,0.0118452632613611,0.0,0.025217605877877795,underresolved
1001,1.2711073281808771,0.05401029758568133,0.02618215391586511,0.0,0.07488160646784785,underresolved
1002,0.4650462634515507,0.05826806575159238,0.004361532785692439,0.0,0.02918735582251985,underresolved
1003,5.657881118793575,0.34266713862842796,0.3095460819959581,0.30707456559099156,0.31403293198083404,underresolved
1004,0.2255778840100857,4.602844451764696,0.010412178162765231,0.0,0.022512543667880105,underresolved
1005,0.17138126597379505,0.26440633404946007,0.0012320544258719963,0.0,0.09626351325393877,underresolved
1006,1.195820064828099,6.903951760184534,0.44676932196532354,0.44590571180609,0.4471516406128131,underresolved
1007,0.17772642099099623,1.4850228814726596,0.004444231540884348,0.0,0.051599899521249756,underresolved
1008,0.9079767452924375,0.12468903838181743,0.03758499475689202,0.0,0.05365367158161391,underresolved
1009,1.102721767440261,0.773209362087381,0.24864133117145573,0.24690781305681828,0.24960805602932348,underresolved
1010,0.335314527120757,5.2233664953101835,0.03155935620315277,0.025718463894292703,0.04610050754360988,underresolved
1011,0.323257754914061,0.11782047608784446,0.0034050855265187444,0.0,0.0392189096286641,underresolved
1012,5.48934756233516,4.606284856554513,0.93053290030858,0.9303428026566835,0.9306686903146468,resolved
1013,0.13930848036164445,2.0321220888708402,0.002356800199932519,0.0,0.17500963018349489,underresolved
1014,19.155871128792327,0.04008513393080298,0.03988979620509086,0.0,0.13707601487233503,underresolved
1015,22.861579809621514,0.6417416829588711,0.5385468044754038,0.537713017240712,0.5398228757474136,underresolved
1016,0.17860206430000145,0.08362843018850667,0.00045294387479835954,0.0,0.8389332249026414,underresolved
1017,0.11224524541813993,23.74816096581841,0.0013866374794345064,0.0,0.11340884378943628,underresolved
1018,8.486468092626216,20.27930935329262,0.9783394674731182,0.978261418893661,0.978541384786368,resolved
1019,0.08430657066739117,0.15266533935509902,8.947629659846653e-05,0.0,1.0,indeterminate
1020,0.09536398603377601,1.6389746701952352,0.000730358555627687,0.0,1.0,indeterminate
1021,0.052607832471140946,0.5842882279591062,7.314757920081851e-05,0.0,1.0,indeterminate
1022,13.632320413614597,0.19336399063421222,0.18832529609004095,0.18147754117708845,0.20257381811913536,underresolved
1023,0.039232693667797816,3.705401776238935,5.8166957564438426e-05,0.0,1.0,indeterminate
1024,8.490280533131184,0.5384632857677167,0.46440388702513075,0.4624924743656182,0.4654269915618616,underresolved
1025,17.425648274513637,4.9007644897399265,0.9749899069713203,0.9748208160017828,0.9751169957537998,resolved
1026,7.727111410462344,8.615761427286888,0.9688893780719501,0.9687098803566683,0.9689994155078515,resolved
1027,0.07466301552916779,0.059945699922742485,2.4698710370474412e-05,0.0,1.0,indeterminate
1028,3.5731343228219603,19.331945588212196,0.8918568030274253,0.891616889937154,0.8919571873655856,underresolved
1029,2.515408077941084,0.04761259335232091,0.038162911338429306,0.0,0.12607812851214723,underresolved
1030,0.1243207047065438,24.094004097125268,0.0018761399149247336,0.0,0.31586980917649693,underresolved
1031,11.681282229849812,1.6707359236795298,0.8486989380773083,0.8485156488763469,0.8490343833903647,underresolved
1032,0.3993409874189537,1.8294044674465828,0.04475787343138623,0.03349759057771586,0.04711531189091488,underresolved
1033,0.041220322302340594,2.9262002003548915,6.610634931796547e-05,0.0,1.0,indeterminate
1034,5.591223868354037,30.028975358058318,0.9533390719485659,0.9531552870669647,0.953450475562184,resolved
1035,1.9504404222808829,17.44561927634418,0.7034799425655106,0.703171937399134,0.7037273193111162,underresolved
1036,2.152749895460983,22.537543004457554,0.7452294032347297,0.745148929437571,0.7456432924364657,underresolved
1037,0.16305545400508906,0.06853677837331353,0.0002849826160474214,0.0,1.0,indeterminate
1038,0.8076486187143587,14.46539037314523,0.24745725480722552,0.24601598458082166,0.24887490406905938,underresolved
1039,0.45640870363351677,0.12015542503805865,0.008539364719613,0.0,0.05292334750979305,underresolved
1040,0.5919562774610718,4.2004189544844275,0.1285872787604269,0.12493193834876457,0.13071899873722406,underresolved
1041,14.768815287824623,0.7771492451362352,0.6094354463682125,0.6083491229913682,0.6098567417720602,underresolved
1042,0.22573827087213655,0.20231876561013473,0.00211720294125414,0.0,0.058893933908657464,underresolved
1043,1.6752120943056037,0.5528952931463741,0.3063170080782576,0.3049164504097915,0.30810415386926204,underresolved
1044,6.251359203446068,4.503603292345474,0.9399168696067017,0.9397312218892558,0.9400516851183895,resolved
1045,1.4297987345237015,14.91979821595288,0.5490539366776666,0.5487063126437893,0.5495909585036229,underresolved
1046,0.1429276531545933,16.720678270595734,0.00282748125998342,0.0,0.21874014419553914,underresolved
1047,14.673524657336621,14.057507177213378,0.9905704328977126,0.9904798810244303,0.9907536280476293,resolved
1048,0.2217700670273543,0.2660306342148038,0.0026092497225110828,0.0,0.07108140201990934,underresolved
1049,14.740790815899949,0.22976931497136394,0.22239714245203973,0.21271263902980392,0.22815263419455567,underresolved
1050,0.05924714108502156,5.036589153527684,0.00020291949070621037,0.0,1.0,indeterminate
1051,0.7001291523608189,0.6414435993536706,0.10185955382398458,0.0993913840394885,0.10517998897906579,underresolved
1052,0.05184615318211076,5.695683536918541,0.00013671253152386349,0.0,1.0,indeterminate
1053,8.34846013652429,18.05302614258268,0.9773595604034014,0.9771762081032774,0.9774570008051144,resolved
1054,19.12448495484269,0.03932826813480543,0.03913726887378723,0.0,0.15979395850395592,underresolved
1055,0.11307640340517966,24.736262780851074,0.001417374633076916,0.0,0.21528146191067987,underresolved
1056,0.04648055255632642,0.3380963731580307,3.205867916371973e-05,0.0,1.0,indeterminate
1057,0.11282452617300082,11.757911307941374,0.0014041237840905425,0.0,1.0,indeterminate
1058,5.529662009892695,0.20468734353153614,0.19107978037236348,0.17548906352716756,0.1953704527388663,underresolved
1059,2.378000226295933,28.154147706404252,0.7828004354778064,0.7827221570477629,0.7831689254565805,underresolved
1060,4.654688466619816,0.18905433690487325,0.17360686463656932,0.1579327158805977,0.18108133173078889,underresolved
1061,0.07304773953998292,1.7120160212597957,0.00033389496938151153,0.0,1.0,indeterminate
1062,0.9310286443890216,0.5989683943246142,0.16258087849081743,0.16072110883849464,0.16492721250116227,underresolved
1063,0.9294690150096138,0.8224130368450417,0.2004344379646519,0.19893238462182444,0.20212046844109716,underresolved
1064,0.05750928176876881,0.08094095894660637,1.5269092288053392e-05,0.0,1.0,indeterminate
1065,5.109470141366168,1.3077100356594742,0.7508122245257159,0.7504739388750509,0.7511863488302855,underresolved
1066,0.09598323436335639,0.04465854809666452,3.891203853617738e-05,0.0,1.0,indeterminate
1067,4.5455707421139895,25.347472889904925,0.9308362900149745,0.9306670384631385,0.9309776080524979,resolved
1068,0.150080196660988,1.3744667443254617,0.0026436769884447503,0.0,0.026625454371212366,underresolved
1069,0.03554964857193656,0.3511844518713153,1.4858147959153775e-05,0.0,1.0,indeterminate
1070,0.058350864758194565,0.37083576061806656,6.872739144116969e-05,0.0,1.0,indeterminate
1071,1.344816802355805,0.8509540865437942,0.33488237013743805,0.333794942299731,0.33580173489132226,underresolved
1072,0.16091494688081973,0.287631430445812,0.0011084383727984622,0.0,0.8641039276616356,underresolved
1073,0.9240005576289779,0.7689017204088474,0.1905186772310561,0.1885812811773392,0.19196233935981843,underresolved
1074,6.951543713427501,29.07922464705535,0.9691705847293773,0.9690033817862691,0.9692885078068719,resolved
1075,0.07561034667409232,0.2204398586690424,9.226065751003524e-05,0.0,1.0,indeterminate
1076,13.222188194934683,4.380239664510481,0.9666110568537756,0.9664836329105924,0.9667886434421171,resolved
1077,0.07154857233790228,8.526114834466023,0.0003610021668979486,0.0,1.0,indeterminate
1078,0.03540281062858317,5.327442332463915,4.352892825854436e-05,0.0,1.0,indeterminate
1079,15.208970463763123,1.8414178236658345,0.873110748731705,0.8728284659999281,0.8732993581793896,underresolved
1080,0.13927497062888683,0.3149726053507711,0.0007885636662549777,0.0,0.5125826064705733,underresolved
1081,1.0517488392586178,1.4463763100051152,0.31308012471625085,0.31184942177283215,0.3137853652688441,underresolved
1082,2.6001906219273714,0.40402063138089567,0.3045860562387089,0.3027462874125716,0.3079302567603218,underresolved
1083,0.03201785869266578,0.07637991770219472,2.495889909158632e-06,0.0,1.0,indeterminate
1084,0.11853311285331068,0.23233960194506745,0.0003690937229854481,0.0,1.0,indeterminate
1085,0.07691303455250671,3.2337042107455654,0.0004308492363905502,0.0,1.0,indeterminate
1086,19.23352950129725,0.5694371215371749,0.49283410207383194,0.4917096137406037,0.4943381764599594,underresolved
1087,1.7001602559186384,2.867544646997343,0.6046895107978615,0.604244536893165,0.604991254944328,underresolved
1088,24.884827622000365,0.19681807283052125,0.19264643279549315,0.17620028864558546,0.1976549630490745,underresolved
1089,0.9396765798952823,3.6281594601763074,0.30957288428223056,0.3088604132724871,0.31095002272407374,underresolved
1090,27.410636832511397,0.2111201548506224,0.20615510988857105,0.19519536960624825,0.21346372148605738,underresolved
1091,0.17539065142967286,0.0881494486067288,0.00045271055124671846,0.0,0.6359589178502478,underresolved
1092,0.910691774200201,3.29157898253058,0.29207549102409597,0.2903374567040706,0.2925862361623123,underresolved
1093,0.03866387542297839,1.8892712294907412,5.096949580627707e-05,0.0,1.0,indeterminate
1094,3.094747295664159,0.1507833466338602,0.12846213212642466,0.1143395868364825,0.14888460952712268,underresolved
1095,0.0996438372401595,4.121782191516113,0.0009473175752036249,0.0,0.403413361107381,underresolved
1096,0.10246376496361045,0.03190316588988917,3.376914698964294e-05,0.0,1.0,indeterminate
1097,7.424930066862768,4.405019786250996,0.9492430437054228,0.9490353761481913,0.9493507345037051,resolved
1098,0.08358594275463117,0.03657203297533739,2.1121417022448542e-05,0.0,1.0,indeterminate
1099,25.66740409089244,0.07875627601696533,0.07833474025443452,0.0,0.11518008860977902,underresolved
1100,0.23277750097739472,0.06794381840456631,0.000789945913749882,0.0,0.9430190473885479,indeterminate
1101,0.09066891190681081,0.502688924564483,0.0003306877777968031,0.0,0.9109641986491567,indeterminate
1102,0.03369129101532476,0.0716558110226369,2.7286839655261413e-06,0.0,1.0,indeterminate
1103,4.4528389421530505,1.4955116706409204,0.7721380537277779,0.7718610215455926,0.7724830974213277,underresolved
1104,0.5314459899254819,0.4713289718092173,0.044064225725351076,0.03739242818172715,0.048033890261028916,underresolved
1105,1.8384807532806997,13.359110702400846,0.6760067649248629,0.6758524222360688,0.6764531136326102,underresolved
1106,0.043389764691145104,11.433102549154219,8.114872355413228e-05,0.0,1.0,indeterminate
1107,0.049719090754515666,29.44522495321096,0.0001223801149360509,0.0,1.0,indeterminate
1108,0.13817008481969797,0.7536856918343591,0.0015432420527181749,0.0,0.32750182342929385,underresolved
1109,4.905419960309619,0.0935238124889637,0.08760045668671583,0.0,0.11137126170993177,underresolved
1110,0.3209461266439426,16.88018291543811,0.02848843638400196,0.019948455638378226,0.04204340883866604,underresolved
1111,0.20986727631024926,0.20602198825898166,0.0017484080260289304,0.0,0.14506654112216602,underresolved
1112,0.1585079987040861,0.6040619488607379,0.0019839054344660298,0.0,0.13022989112650446,underresolved
1113,3.3349777642436718,2.180008757835171,0.7988137747629239,0.7985282737711329,0.7990195288116879,underresolved
1114,4.061970017666767,1.0585083742296242,0.6655018209928871,0.6646345232964883,0.6656013116080716,underresolved
1115,9.886713758403328,0.08363093817984636,0.0820772498183466,0.0,0.09986642620748178,underresolved
1116,0.27781015519210267,2.0226521330748444,0.01719203579508701,0.0045103661573540005,0.03363121707127911,underresolved
1117,14.725632080446047,1.404712386813781,0.8090527350082779,0.8087112667747839,0.8093362389375723,underresolved
1118,1.9957114564614393,5.106402368754824,0.7012981674160449,0.7010331794677217,0.7015956970438497,underresolved
1119,0.21658473040158183,4.035698563426305,0.009206207620120014,0.0,0.027110161362349523,underresolved
1120,0.04326834664139335,1.4214183894893788,6.606629768724893e-05,0.0,1.0,indeterminate
1121,0.3581648560524173,11.956634865682938,0.03820399195305464,0.027060517531484172,0.04400063929590802,underresolved
1122,9.155286066137997,0.054845850759662584,0.05379793173844026,0.0,0.15798224111622083,underresolved
1123,0.17655657058104268,0.06533054752487873,0.00034264651061109225,0.0,1.0,indeterminate
1124,0.3498668071163851,0.3578697233389154,0.012134994720492823,0.00806095233759132,0.037570892478441364,underresolved
1125,0.05855179511091252,5.343897220565585,0.00019629864103752677,0.0,1.0,indeterminate
1126,0.05587222207877626,1.0437657561804967,0.00012535589437408305,0.0,1.0,indeterminate
1127,0.05349882533639217,5.932713335333485,0.00015034446544644767,0.0,1.0,indeterminate
1128,6.526051065088088,1.5287483995128688,0.808228525439544,0.807980388746025,0.8085636725794426,underresolved
1129,2.305181147256152,28.99771977639529,0.7716398616403324,0.7714322973346339,0.7718926265344058,underresolved
1130,0.10655769710026641,4.317798658097615,0.0011589202561114022,0.0,1.0,indeterminate
