radius,total_true,total_filtered,broad_true
2.7164392688390837e-05,0.013440382688359814,4.368616683958504e-06,4.478651203083577e-06
2.731073154687789e-05,0.013512787606692429,4.392151109558473e-06,4.502778401955066e-06
2.7457858755826054e-05,0.013585582572966264,4.415812318812935e-06,4.527035577843952e-06
2.7605778562203447e-05,0.01365876968828887,4.4396009947254065e-06,4.5514234309569e-06
2.7754495235857103e-05,0.013732351065084393,4.46351782397883e-06,4.575942665272673e-06
2.7904013069636447e-05,0.013806328827154627,4.4875634969554165e-06,4.600593988562488e-06
2.8054336379517163e-05,0.013880705109740227,4.511738707756584e-06,4.625378112410436e-06
2.8205469504725708e-05,0.013955482059582277,4.536044154222968e-06,4.650295752234011e-06
2.8357416807864827e-05,0.014030661834984321,4.560480537954612e-06,4.675347627304809e-06
2.8510182675039097e-05,0.01410624660587442,4.585048564331161e-06,4.7005344607692205e-06
2.8663771515981808e-05,0.014182238553867882,4.609748942532263e-06,4.725856979669352e-06
2.881818776418216e-05,0.014258639872330113,4.634582385558022e-06,4.751315914964e-06
2.8973435877013213e-05,0.014335452766439891,4.659549610249584e-06,4.776912001549741e-06
2.9129520335860765e-05,0.01441267945325303,4.684651337309855e-06,4.802645978282182e-06
2.9286445646252374e-05,0.014490322161766196,4.709888291324253e-06,4.8285185879972375e-06
2.9444216337987632e-05,0.01456838313298126,4.735261200781661e-06,4.854530577532601e-06
2.960283696526889e-05,0.014646864619969944,4.7607707980954474e-06,4.8806826977493e-06
2.9762312106832628e-05,0.014725768887938716,4.786417819624597e-06,4.9069757035533576e-06
2.992264636608189e-05,0.01480509821429429,4.812203005695004e-06,4.933410353917625e-06
3.0083844371218795e-05,0.014884854888709071,4.838127100620785e-06,4.95998741190363e-06
3.0245910775378373e-05,0.014965041213187357,4.864190852725809e-06,4.986707644683644e-06
3.0408850256762767e-05,0.015045659502131617,4.890395014365266e-06,5.013571823562803e-06
3.057266751877651e-05,0.015126712082409385,4.9167403419474356e-06,5.040580724001418e-06
3.073736729016194e-05,0.015208201293420159,4.9432275959554606e-06,5.067735125637296e-06
