h,chi,s_max,C_max,s_limit,C_limit,relative_C_error
0.009,1.22,1.9581166467891498,0.38180183279800917,2.011331321616577,0.38417328513164206,0.006172871528066559
0.009,1.24,1.9572630193479468,0.38185926929916025,2.0104646374306014,0.38422888076710277,0.006167187284859099
0.009,1.26,1.9564743291457931,0.38191233467063185,2.0096639267374408,0.384280244662275,0.006161935266082219
0.009,1.28,1.9557456716617574,0.3819613584290891,2.008924213548777,0.3843276959296563,0.006157082941533054
0.009,1.3,1.9550726862497334,0.38200664571028875,2.0082408904930817,0.38437153005542574,0.006152600180341028
0.009,1.32,1.9544509353970585,0.38204847900577776,2.0076096924792344,0.3844120205846395,0.0061484590811368145
0.009,1.34,1.9538766737540294,0.38208711978577437,2.0070266721009675,0.38444942069564453,0.0061446338131961875
0.009,1.36,1.9533461866803932,0.3821228100142069,2.0064881766877427,0.38448396466958173,0.006141100468010308
0.009,1.3800000000000001,1.9528562825919653,0.3821557735618086,2.0059908269096054,0.3845158692607615,0.006137836920723783
0.009,1.4000000000000001,1.9524039136386415,0.38218621752304477,2.0055314968460456,0.38454533497356846,0.006134822700906928
0.009,1.42,1.9519860059047403,0.3822143334424909,2.0051072954317792,0.38457254725138856,0.006132038872125101
0.009,1.44,1.9516001151263855,0.38224029845609436,2.004715549195559,0.38459767758286617,0.006129467919794962
0.009,1.46,1.9512437375100105,0.38226427635255433,2.004353786211531,0.3846208845305971,0.006127093646822845
0.009,1.48,1.9509146613992043,0.3822864185598297,2.004019721186223,0.38464231468714505,0.006124901076553613
0.009,1.5,1.9506107419550136,0.3823068650615664,2.0037112416078635,0.38466210356304753,0.006122876362566032
0.009,1.52,1.9503301669724602,0.3823257452479995,2.0034263948884172,0.384680376411247,0.006121006704876142
0.009,1.54,1.9500711347811417,0.3823431787056559,2.0031633764323726,0.3846972489921575,0.006119280272133265
0.009,1.56,1.9498318408663222,0.3823592759499523,2.0029205185699093,0.38471282828334863,0.006117686129413102
0.009,1.58,1.9496109844070464,0.3823741391045557,2.0026962802956296,0.3847272131376065,0.006116214171231982
0.009,1.6,1.9494070086450777,0.382387862531151,2.0024892377574544,0.384740494892914,0.006114855059428659
0.009,1.62,1.9492187142621225,0.38240053341304514,2.0022980754436146,0.38475275793768116,0.006113600165582156
0.009,1.6400000000000001,1.9490448464216605,0.3824122322958294,2.0021215780188752,0.3847640802343534,0.006112441517647671
0.009,1.6600000000000001,1.9488842991942512,0.38242303358811897,2.0019586227641883,0.38477453380433146,0.00611137175052312
0.009,1.68,1.9487361167047734,0.3824330060252011,2.001808172576903,0.38478418517694707,0.006110384060261653
0.009,1.7,1.9485993227720566,0.382442213098236,2.0016692694914497,0.3847930958050632,0.006109472161678675
0.009,1.72,1.9484729039324442,0.38245071345148574,2.001541028683061,0.38480132244969795,0.006108630249106017
0.009,1.74,1.9483562898466147,0.38245856124987626,2.001422632919599,0.3848089175359105,0.006107852960073101
0.009,1.76,1.94824859184218,0.3824658065190488,2.0013133274289197,0.38481592948203597,0.006107135341695491
0.009,1.78,1.9481491620871136,0.38247249545990336,2.0012124151514366,0.38482240300421533,0.0061064728195833196
0.009,1.8,1.9480574048246935,0.38247867073950353,2.001119252349654,0.3848283793980299,0.0061058611690798514
0.009,1.82,1.9479727636319482,0.3824843717600795,2.001033244548391,0.3848338967989241,0.006105296488662093
0.009,1.84,1.9478944946076024,0.38248963490774546,2.000953842781282,0.38483899042298364,0.0061047751753426915
0.009,1.86,1.947822282343731,0.38249449378243255,2.0008805401208667,0.3848436927895234,0.006104293901928792
0.009,1.8800000000000001,1.9477555979990668,0.38249897941043204,2.0008128684711926,0.3848480339268369,0.006103849595997857
0.009,1.9000000000000001,1.9476940927452207,0.382503120440843,2.0007503956033803,0.38485204156235975,0.006103439420461321
0.009,1.92,1.9476372772962651,0.3825069433271267,2.000692722416,0.38485574129841316,0.006103060755601963
0.009,1.94,1.9475848076843385,0.3825104724948805,2.0006394804034353,0.3848591567746064,0.006102711182473963
0.009,1.96,1.947536406772542,0.38251373049686566,2.0005903293166316,0.3848623098178976,0.006102388467561837
0.009,1.98,1.9474917071597233,0.38251673815624604,2.0005449550017653,0.38486522058124084,0.006102090548603001
0.009,2.0,1.947450403951223,0.38251951469892526,2.0005030674034474,0.3848679076716798,0.00610181552149025
0.005,0.0,2.9584623767265383,0.32254719926253306,3.0,0.3247595264191645,0.0068122009568889474
0.005,0.02,2.9008040677336444,0.3257758163446641,2.9414811457132175,0.3279501164795779,0.0066299721380009835
0.005,0.04,2.8459736087253455,0.3288894236922007,2.8858503034171705,0.3310261436268721,0.006454837407283143
0.005,0.06,2.793866112520551,0.33188739765732206,2.8329985224215704,0.3339870837379392,0.006286728388169238
0.005,0.08,2.7443795348134348,0.33476952140514965,2.782819988451182,0.33683281214329663,0.00612556337673309
0.005,0.1,2.6974145929456603,0.33753597425361626,2.735211842429309,0.3395635925950701,0.005971247759390286
0.005,0.12,2.6528744751073505,0.34018731793058654,2.6900740147752176,0.3421800632449167,0.005823674516372446
0.005,0.14,2.610664898318201,0.3427244799706666,2.6473090759011937,0.34468321985491124,0.005682724807633988
0.005,0.16,2.5706937597631456,0.34514873451559164,2.606822103448028,0.347074396504299,0.005548268636645148
0.005,0.18,2.5328711998872544,0.34746168081815004,2.5685205666104336,0.3493552440895773,0.00542016558635583
0.005,0.2,2.497109506237848,0.349665219779377,2.532314227680362,0.35152770694371177,0.005298265620447995
0.005,0.22,2.463322911888723,0.3517615288714373,2.498115060682838,0.3535939979216741,0.005182409941932198
0.005,0.24,2.4314278012906163,0.35375303581366135,2.4658371867043543,0.35555657231337384,0.005072431900156049
0.005,0.26,2.401342280864314,0.35564239137627596,2.4353968252285987,0.3574181009511553,0.004968157936472206
0.005,0.28,2.3729866911051785,0.35743244168541183,2.4067122605099875,0.3591814428772864,0.004869408558147992
0.005,0.3,2.346283095985502,0.35912620039416715,2.3797038217445823,0.3608496179274907,0.004775999329642788
0.005,0.32,2.3211555334418987,0.36072682106832404,2.3542938755527114,0.36242577957003574,0.004687741870148643
0.005,0.34,2.2975299465054753,0.36223757011244095,2.3304068290792364,0.3639131883168844,0.004604444846292188
0.005,0.36,2.275334318284064,0.3636618005333939,2.3079691418555583,0.3653151859948373,0.004525914949144116
0.005,0.38,2.2544985470564307,0.365002926805076,2.286909344459292,0.36663517113151267,0.004451957845176713
0.005,0.4,2.234954487393889,0.3662644010610804,2.267158061957531,0.3678765756745755,0.0043823790915169525
0.005,0.42,2.2166361499679064,0.36744969080303175,2.248648040129095,0.36904284322408243,0.0043169850067605875
0.005,0.44,2.199479472531939,0.3685622582720376,2.2313141725283403,0.37013740891834923,0.004255583489695569
0.005,0.46,2.1834225503603926,0.369605541590704,2.215093526573474,0.3711636810745567,0.004197984779495956
0.005,0.48,2.1684057852578307,0.3705829377443911,2.199925367008736,0.3721250246474356,0.004144002152248416
0.005,0.5,2.1543714212037797,0.3714977874338244,2.1857511752934666,0.3730247465337424,0.004093452550017029
0.005,0.52,2.1412640585585687,0.37235336179761547,2.1725146637018007,0.3738660827176098,0.004046157140007112
0.005,0.54,2.1290304271334626,0.37315285097328144,2.1601617831639635,0.37465218722279053,0.004001941802671216
0.005,0.56,2.1176196046030182,0.37389935443938843,2.1486407241334247,0.37538612281272044,0.0039606375488572265
0.005,0.58,2.1069825025702014,0.3745958730597138,2.1379019100138135,0.3760708533583809,0.003922080867196365
0.005,0.6,2.0970724664174103,0.375245302732871,2.127897982917,0.3767092377772072,0.0038861140039311293
0.005,0.62,2.0878449341544854,0.37585042953757036,2.1185837817421582,0.3773040254336431,0.0038525851782315046
0.005,0.64,2.079257435211935,0.37641392625438785,2.1099163127596148,0.3778578528831688,0.0038213487367362298
