h,chi,s_max,C_max,s_limit,C_limit,relative_C_error
0.001,1.16,2.0083716472416264,0.3837080045090212,2.0143831095215523,0.3839775235604687,0.0007019136144958971
0.001,1.18,2.007274791330065,0.3837787325559606,2.0132845284742675,0.38404799312439714,0.0007011117705523207
0.001,1.2,2.0062613457735585,0.3838440916360624,2.0122693520733796,0.3841131132151916,0.0007003707238144585
0.001,1.22,2.0053248139370345,0.38390448449172015,2.011331321616577,0.38417328513164206,0.0006996859238398434
0.001,1.24,2.0044595924887583,0.3839602843568553,2.0104646374306014,0.38422888076710277,0.0006990531521503529
0.001,1.26,2.0036601729765624,0.38401183701648717,2.0096639267374408,0.384280244662275,0.0006984684992685786
0.001,1.28,2.0029216293003045,0.38405946273760777,2.008924213548777,0.3843276959296563,0.0006979283431544081
0.001,1.3,2.0022394649061668,0.3841034580771346,2.0082408904930817,0.38437153005542574,0.0006974293289945255
0.001,1.32,2.0016093273585462,0.3841440975728267,2.0076096924792344,0.3844120205846395,0.0006969683502752178
0.001,1.34,2.0010272709619197,0.3841816353230807,2.0070266721009675,0.38444942069564453,0.0006965425310806461
0.001,1.36,2.0004896541850323,0.38421630646148996,2.0064881766877427,0.38448396466958173,0.000696149209556185
0.001,1.3800000000000001,1.999993074257032,0.3842483285319638,2.0059908269096054,0.3845158692607615,0.0006957859224693275
0.001,1.4000000000000001,1.9995344927545253,0.38427790277007523,2.0055314968460456,0.38454533497356846,0.0006954503908144227
0.001,1.42,1.9991109822472786,0.3843052152961456,2.0051072954317792,0.38457254725138856,0.000695140506397629
0.001,1.44,1.9987198737679244,0.384330438225388,2.004715549195559,0.38459767758286617,0.0006948543193441292
0.001,1.46,1.9983587403992207,0.38435373070022827,2.004353786211531,0.3846208845305971,0.0006945900264747618
0.001,1.48,1.9980251981156114,0.3843752398497064,2.004019721186223,0.38464231468714505,0.0006943459604954461
0.001,1.5,1.997717158663564,0.3843951016806362,2.0037112416078635,0.38466210356304753,0.0006941205799535499
0.001,1.52,1.9974327748452403,0.3844134419049747,2.0034263948884172,0.384680376411247,0.0006939124599040225
0.001,1.54,1.997170255683751,0.3844303767076232,2.0031633764323726,0.3846972489921575,0.0006937202832447698
0.001,1.56,1.9969276882890488,0.38444601345865415,2.0029205185699093,0.38471282828334863,0.0006935428326760862
0.001,1.58,1.9967038664970882,0.38446045137373586,2.0026962802956296,0.3847272131376065,0.0006933789832413995
0.001,1.6,1.996497221489902,0.38447378212630806,2.0024892377574544,0.384740494892914,0.000693227695411136
0.001,1.62,1.9963063080268315,0.3844860904148518,2.0022980754436146,0.38475275793768116,0.000693088008670073
0.001,1.6400000000000001,1.9961301582725335,0.3844974544883902,2.0021215780188752,0.3847640802343534,0.0006929590355753135
0.001,1.6600000000000001,1.9959674698481606,0.38450794663316296,2.0019586227641883,0.38477453380433146,0.000692839956253688
0.001,1.68,1.995817179439804,0.3845176336232312,2.001808172576903,0.38478418517694707,0.0006927300133015013
0.001,1.7,1.9956785219450233,0.3845265771375859,2.0016692694914497,0.3847930958050632,0.0006926285070674165
0.001,1.72,1.9955505095124295,0.384534834146171,2.001541028683061,0.38480132244969795,0.0006925347912799529
0.001,1.74,1.9954323260756794,0.38454245726706443,2.001422632919599,0.3848089175359105,0.000692448269006718
0.001,1.76,1.9953232182329186,0.3845494950969137,2.0013133274289197,0.38481592948203597,0.0006923683889096255
0.001,1.78,1.99522247140522,0.38455599251657624,2.0012124151514366,0.38482240300421533,0.0006922946417861064
0.001,1.8,1.995129375864034,0.3845619909737826,2.001119252349654,0.3848283793980299,0.0006922265573656716
0.001,1.82,1.9950435785843237,0.3845675287445113,2.001033244548391,0.3848338967989241,0.0006921637013488358
0.001,1.84,1.9949642341683607,0.384572641174648,2.000953842781282,0.38483899042298364,0.0006921056726681973
0.001,1.86,1.9948910912317488,0.3845773609033881,2.0008805401208667,0.3848436927895234,0.0006920521009576852
0.001,1.8800000000000001,1.9948235700360792,0.3845817180697396,2.0008128684711926,0.3848480339268369,0.0006920026442123195
0.001,1.9000000000000001,1.9947611983515803,0.38458574050338434,2.0007503956033803,0.38485204156235975,0.0006919569866234987
0.001,1.92,1.9947035980313974,0.38458945390106636,2.000692722416,0.38485574129841316,0.0006919148365784888
0.001,1.94,1.994650401443817,0.38459288198958924,2.0006394804034353,0.3848591567746064,0.0006918759248155659
0.001,1.96,1.994601325743617,0.38459604667642877,2.0005903293166316,0.3848623098178976,0.0006918400027137173
0.001,1.98,1.9945560495283976,0.3845989681888895,2.0005449550017653,0.38486522058124084,0.0006918068407149036
0.001,2.0,1.994514250135557,0.384601665202669,2.0005030674034474,0.3848679076716798,0.0006917762268656702
