kind,frame,width,center,region_side,field,value,position,edge
central,original_64_mean_subtracted,0.5,64_64_64,64,2,2.032511548922436,"[32, 82, 32]",0
central,original_64_mean_subtracted,0.5,64_64_64,64,3,2.0704808616416273,"[32, 82, 32]",0
central,original_64_mean_subtracted,0.5,64_64_64,64,4,2.0518098900449164,"[32, 82, 32]",0
central,original_64_mean_subtracted,0.5,64_64_64,64,5,2.0311301773766273,"[32, 82, 32]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,0,1.2375061984238642,"[56, 53, 83]",8
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,1,1.2010446945910471,"[56, 52, 83]",7
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,2,1.1347930128424377,"[56, 52, 83]",7
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,3,1.1691533459539625,"[56, 52, 83]",7
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,4,1.1568164014466915,"[56, 52, 83]",7
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",17,5,1.110692103951034,"[56, 52, 83]",7
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,0,1.2375061984238642,"[56, 53, 83]",12
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,1,1.2010446945910471,"[56, 52, 83]",11
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,2,1.1347930128424377,"[56, 52, 83]",11
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,3,1.1691533459539625,"[56, 52, 83]",11
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,4,1.1568164014466915,"[56, 52, 83]",11
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",25,5,1.110692103951034,"[56, 52, 83]",11
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,0,1.297723429222333,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,1,1.271874475706748,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,2,1.2392001010554514,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,3,1.2112889227477694,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,4,1.2304737509131904,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[56, 53, 83]",33,5,1.1823334218513715,"[72, 59, 98]",0
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,0,1.3053679295615137,"[81, 48, 78]",2
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,1,1.2766507390968438,"[81, 48, 78]",2
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,2,1.2332918047686905,"[82, 41, 77]",0
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,3,1.245535250129827,"[81, 49, 78]",2
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,4,1.2376666848471576,"[81, 49, 78]",2
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",17,5,1.2132009025729564,"[77, 48, 80]",0
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,0,1.4546031207451233,"[75, 48, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,1,1.4184513965672694,"[76, 47, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,2,1.3635081804703457,"[76, 47, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,3,1.3604971706935327,"[76, 47, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,4,1.3680695874609614,"[76, 47, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",25,5,1.311888056961359,"[76, 47, 83]",1
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,0,1.4546031207451233,"[75, 48, 83]",5
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,1,1.4184513965672694,"[76, 47, 83]",5
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,2,1.3635081804703457,"[76, 47, 83]",5
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,3,1.3611037452536041,"[96, 46, 56]",0
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,4,1.3680695874609614,"[76, 47, 83]",5
event,original_64_mean_subtracted,0.5,"[82, 49, 72]",33,5,1.314709311134595,"[96, 46, 56]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,0,1.0628033587781247,"[72, 80, 66]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,1,1.0061923111368525,"[72, 80, 66]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,2,0.9405347480280745,"[72, 81, 67]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,3,0.9393853815763961,"[72, 79, 65]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,4,0.9321999425561833,"[72, 80, 66]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",17,5,0.8915884357395162,"[68, 83, 68]",3
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,0,1.0628033587781247,"[72, 80, 66]",6
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,1,1.0267743490552828,"[73, 92, 74]",1
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,2,0.9807804956203974,"[74, 92, 75]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,3,1.004439568696295,"[73, 92, 74]",1
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,4,0.983386107153274,"[73, 92, 74]",1
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",25,5,0.9435329860686248,"[74, 93, 75]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,0,1.0658111541856423,"[82, 77, 64]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,1,1.0356447956272985,"[82, 77, 64]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,2,0.9914795441605713,"[75, 90, 77]",2
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,3,1.0107223761345137,"[82, 77, 64]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,4,0.9897297391512457,"[82, 77, 65]",0
event,original_64_mean_subtracted,0.5,"[66, 83, 63]",33,5,0.9449732768853865,"[75, 90, 78]",1
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,0,0.9595055286397794,"[79, 57, 77]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,1,0.9385855085619527,"[79, 57, 77]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,2,0.9192440884331776,"[79, 57, 77]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,3,0.908685259928395,"[83, 73, 77]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,4,0.907444687923865,"[79, 57, 77]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",17,5,0.8912628165354844,"[83, 73, 76]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,0,1.2905337343181689,"[87, 74, 74]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,1,1.252810958023069,"[87, 74, 74]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,2,1.1855680514024292,"[87, 74, 73]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,3,1.227448252169482,"[87, 74, 74]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,4,1.206591324538166,"[87, 74, 74]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",25,5,1.1672494087608274,"[87, 74, 74]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,0,1.4193143321323143,"[89, 72, 72]",2
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,1,1.3609855846865644,"[89, 72, 72]",2
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,2,1.2966107774896325,"[89, 72, 72]",2
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,3,1.3154364839443333,"[91, 69, 78]",0
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,4,1.2890207723401035,"[90, 70, 77]",1
event,original_64_mean_subtracted,0.5,"[75, 65, 69]",33,5,1.2369565135026321,"[90, 70, 77]",1
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,0,0.9774865746833917,"[72, 76, 64]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,1,0.9243672502959501,"[72, 76, 64]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,2,0.8357855166792821,"[59, 70, 60]",2
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,3,0.8908848065619378,"[73, 76, 64]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,4,0.8636768037865715,"[73, 76, 64]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",17,5,0.8133500910002294,"[59, 70, 60]",2
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,0,1.0628033587781247,"[72, 80, 66]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,1,1.0061923111368525,"[72, 80, 66]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,2,0.9321525327753357,"[72, 80, 66]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,3,0.9393853815763961,"[72, 79, 65]",1
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,4,0.9321999425561833,"[72, 80, 66]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",25,5,0.9017262210254792,"[55, 73, 44]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,0,1.2100269811788424,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,1,1.1964441814652296,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,2,1.1536044621471455,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,3,1.1939091345717423,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,4,1.1749654225501591,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[65, 68, 56]",33,5,1.1506049458158727,"[81, 65, 40]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,0,0.8481266489266028,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,1,0.8355618662157351,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,2,0.8051754040253579,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,3,0.8282600774277408,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,4,0.8175277125932829,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",17,5,0.7992201820494672,"[54, 63, 47]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,0,0.9942467084297265,"[59, 58, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,1,0.9753933426390472,"[59, 58, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,2,0.9550420687949946,"[38, 46, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,3,0.9484884704870193,"[38, 46, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,4,0.9517030126787707,"[38, 46, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",25,5,0.9397448284488225,"[38, 46, 43]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,0,1.2741177063590192,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,1,1.2615768814015715,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,2,1.2414760138141854,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,3,1.2395039164471846,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,4,1.242197057291684,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[50, 55, 55]",33,5,1.219912063207645,"[37, 44, 39]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,0,1.1242217441082927,"[86, 69, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,1,1.1015199449786142,"[86, 70, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,2,1.0487280400119854,"[86, 70, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,3,1.0825695425798898,"[86, 70, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,4,1.0667425036137763,"[86, 70, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",17,5,1.0303635377850675,"[85, 69, 44]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,0,1.36804873095104,"[93, 67, 41]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,1,1.3314184182995887,"[93, 67, 41]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,2,1.2947582744611943,"[93, 67, 40]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,3,1.2995487262905159,"[93, 64, 40]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,4,1.2979722113737853,"[93, 64, 40]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",25,5,1.269027048002879,"[93, 64, 40]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,0,1.4807221939311397,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,1,1.4650536058432273,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,2,1.4293104366831728,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,3,1.456998206872248,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,4,1.4425823394753412,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[81, 73, 52]",33,5,1.4211920902538944,"[97, 57, 36]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,0,0.7972305107530632,"[55, 73, 68]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,1,0.7734045110061962,"[55, 73, 68]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,2,0.7533032497958472,"[55, 75, 69]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,3,0.7469843999661151,"[55, 74, 69]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,4,0.7516764594670454,"[55, 74, 69]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",17,5,0.732387514333985,"[55, 75, 69]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,0,0.8881478372936187,"[49, 91, 73]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,1,0.8707648566112538,"[59, 79, 70]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,2,0.8511882673935036,"[59, 79, 70]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,3,0.8575522557351024,"[59, 79, 70]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,4,0.8561271447404312,"[59, 79, 70]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",25,5,0.840134615376585,"[59, 79, 69]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,0,0.9489362979655881,"[50, 94, 72]",1
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,1,0.9206220817101031,"[50, 94, 72]",1
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,2,0.893420295163757,"[31, 95, 59]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,3,0.9072778921020026,"[31, 95, 59]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,4,0.9007343287163664,"[31, 95, 59]",0
event,original_64_mean_subtracted,0.5,"[47, 79, 75]",33,5,0.8880434838747919,"[31, 95, 59]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,0,1.2345824789283133,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,1,1.195850665525986,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,2,1.1335867472090781,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,3,1.15262485756989,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,4,1.1482655934710284,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,32,5,1.0869823765683988,"[79, 48, 79]",0
central,original_64_mean_subtracted,1.0,64_64_64,48,0,1.4546031207451233,"[75, 48, 83]",4
central,original_64_mean_subtracted,1.0,64_64_64,48,1,1.338907623430763,"[40, 87, 40]",0
central,original_64_mean_subtracted,1.0,64_64_64,48,2,1.2890128223586546,"[40, 87, 40]",0
central,original_64_mean_subtracted,1.0,64_64_64,48,3,1.3203912611139954,"[40, 87, 40]",0
central,original_64_mean_subtracted,1.0,64_64_64,48,4,1.3058521754611219,"[40, 87, 40]",0
central,original_64_mean_subtracted,1.0,64_64_64,48,5,1.2759733450423685,"[40, 87, 40]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,0,2.0890644187301164,"[32, 82, 32]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,1,2.0311301773766273,"[32, 82, 32]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,2,1.954866023831096,"[32, 83, 32]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,3,2.0222873936800316,"[32, 83, 32]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,4,1.988985928519288,"[32, 83, 32]",0
central,original_64_mean_subtracted,1.0,64_64_64,64,5,1.9566019575931297,"[32, 83, 32]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,0,1.2375061984238642,"[56, 53, 83]",8
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,1,1.110692103951034,"[56, 52, 83]",7
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,2,0.9797035342335138,"[55, 51, 84]",6
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,3,1.044763009781935,"[55, 52, 83]",7
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,4,1.023680426499882,"[55, 51, 84]",6
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",17,5,0.9357268068524737,"[55, 50, 84]",5
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,0,1.2375061984238642,"[56, 53, 83]",12
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,1,1.110692103951034,"[56, 52, 83]",11
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,2,1.0319476329571464,"[44, 55, 92]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,3,1.044763009781935,"[55, 52, 83]",11
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,4,1.0402598060405521,"[44, 54, 91]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",25,5,0.9988010646445624,"[44, 54, 92]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,0,1.297723429222333,"[72, 59, 98]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,1,1.1823334218513715,"[72, 59, 98]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,2,1.1117275422143986,"[72, 59, 97]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,3,1.044763009781935,"[55, 52, 83]",15
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,4,1.0846346719191566,"[72, 59, 97]",0
event,original_64_mean_subtracted,1.0,"[56, 53, 83]",33,5,1.0035513536601295,"[72, 58, 97]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,0,1.3053679295615137,"[81, 48, 78]",2
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,1,1.2132009025729564,"[77, 48, 80]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,2,1.1479690305083456,"[79, 47, 80]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,3,1.16562155177981,"[78, 48, 80]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,4,1.1635538317083036,"[78, 48, 80]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",17,5,1.094256189445112,"[78, 48, 80]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,0,1.4546031207451233,"[75, 48, 83]",1
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,1,1.311888056961359,"[76, 47, 83]",1
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,2,1.19763285106374,"[77, 47, 83]",1
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,3,1.2026870973147121,"[76, 48, 83]",1
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,4,1.2079163909715864,"[77, 47, 83]",1
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",25,5,1.1438040254773254,"[93, 45, 60]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,0,1.4546031207451233,"[75, 48, 83]",5
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,1,1.314709311134595,"[96, 46, 56]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,2,1.2278308020272573,"[97, 46, 56]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,3,1.3007104183318186,"[96, 46, 56]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,4,1.262293877738214,"[97, 46, 56]",0
event,original_64_mean_subtracted,1.0,"[82, 49, 72]",33,5,1.2139062367040738,"[97, 46, 56]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,0,1.0628033587781247,"[72, 80, 66]",2
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,1,0.8915884357395162,"[68, 83, 68]",3
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,2,0.8231787558636323,"[67, 82, 67]",4
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,3,0.8481408109166448,"[66, 82, 66]",5
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,4,0.8373779604525685,"[67, 82, 67]",4
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",17,5,0.8029501863027186,"[65, 81, 66]",5
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,0,1.0628033587781247,"[72, 80, 66]",6
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,1,0.9435329860686248,"[74, 93, 75]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,2,0.8641157908650154,"[74, 92, 75]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,3,0.8828414816749351,"[73, 92, 74]",1
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,4,0.8659803261741121,"[74, 93, 75]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",25,5,0.8029501863027186,"[65, 81, 66]",9
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,0,1.0658111541856423,"[82, 77, 64]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,1,0.9449732768853865,"[75, 90, 78]",1
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,2,0.9216410798651214,"[76, 93, 79]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,3,0.8988190069725759,"[82, 77, 67]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,4,0.9071238945194336,"[76, 93, 79]",0
event,original_64_mean_subtracted,1.0,"[66, 83, 63]",33,5,0.8674771630714401,"[76, 94, 79]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,0,0.9595055286397794,"[79, 57, 77]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,1,0.8912628165354844,"[83, 73, 76]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,2,0.8361855906517511,"[83, 73, 75]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,3,0.8822056849845298,"[83, 73, 76]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,4,0.865201610427179,"[83, 73, 76]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",17,5,0.8258189491654911,"[83, 73, 75]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,0,1.2905337343181689,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,1,1.1672494087608274,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,2,1.0590144880936192,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,3,1.1133602456667895,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,4,1.0936881157471754,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",25,5,1.0230045273427957,"[87, 74, 74]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,0,1.4193143321323143,"[89, 72, 72]",2
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,1,1.2369565135026321,"[90, 70, 77]",1
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,2,1.1456576395914428,"[78, 49, 82]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,3,1.1721981204508813,"[77, 49, 82]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,4,1.1604860884798693,"[77, 49, 82]",0
event,original_64_mean_subtracted,1.0,"[75, 65, 69]",33,5,1.0880200279646848,"[78, 49, 81]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,0,0.9774865746833917,"[72, 76, 64]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,1,0.8133500910002294,"[59, 70, 60]",2
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,2,0.7399782311634697,"[59, 71, 60]",2
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,3,0.7680595129717501,"[60, 69, 60]",3
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,4,0.7557444082767695,"[59, 70, 60]",2
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",17,5,0.7101733736635507,"[57, 70, 48]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,0,1.0628033587781247,"[72, 80, 66]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,1,0.9017262210254792,"[55, 73, 44]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,2,0.8817900893723742,"[55, 73, 44]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,3,0.8919816575248909,"[53, 74, 44]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,4,0.887358104470227,"[53, 74, 44]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",25,5,0.8758353136743897,"[53, 74, 44]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,0,1.2100269811788424,"[81, 65, 40]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,1,1.1506049458158727,"[81, 65, 40]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,2,1.0687651656984571,"[81, 65, 40]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,3,1.1336355295932663,"[81, 65, 40]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,4,1.0993085154946287,"[81, 65, 40]",0
event,original_64_mean_subtracted,1.0,"[65, 68, 56]",33,5,1.0498084927703988,"[81, 65, 40]",0
