kind,frame,width,center,region_side,field,value,position,edge
central,laboratory,1.5,64_64_64,48,2,1.7469965810041723,"[87, 40, 48]",0
central,laboratory,1.5,64_64_64,48,3,1.8250974222276555,"[87, 72, 76]",0
central,laboratory,1.5,64_64_64,48,4,1.7775256162494155,"[87, 74, 75]",0
central,laboratory,1.5,64_64_64,48,5,1.6834834444370668,"[87, 40, 48]",0
central,laboratory,1.5,64_64_64,64,0,2.270792839598196,"[85, 32, 49]",0
central,laboratory,1.5,64_64_64,64,1,2.067117238857693,"[85, 32, 48]",0
central,laboratory,1.5,64_64_64,64,2,1.9878126413152986,"[86, 32, 45]",0
central,laboratory,1.5,64_64_64,64,3,1.9862609691787594,"[85, 32, 32]",0
central,laboratory,1.5,64_64_64,64,4,1.985607296809359,"[85, 32, 32]",0
central,laboratory,1.5,64_64_64,64,5,1.9210164853865663,"[85, 32, 32]",0
event,laboratory,1.5,"[65, 82, 63]",17,0,1.8282725764835186,"[69, 85, 70]",1
event,laboratory,1.5,"[65, 82, 63]",17,1,1.6520984875970028,"[67, 82, 66]",5
event,laboratory,1.5,"[65, 82, 63]",17,2,1.5856252643851256,"[63, 79, 67]",4
event,laboratory,1.5,"[65, 82, 63]",17,3,1.6224095057437504,"[65, 80, 65]",6
event,laboratory,1.5,"[65, 82, 63]",17,4,1.6101604234619062,"[64, 80, 66]",5
event,laboratory,1.5,"[65, 82, 63]",17,5,1.5594034527303506,"[64, 80, 66]",5
event,laboratory,1.5,"[65, 82, 63]",25,0,1.8282725764835186,"[69, 85, 70]",5
event,laboratory,1.5,"[65, 82, 63]",25,1,1.6520984875970028,"[67, 82, 66]",9
event,laboratory,1.5,"[65, 82, 63]",25,2,1.5856252643851256,"[63, 79, 67]",8
event,laboratory,1.5,"[65, 82, 63]",25,3,1.6224095057437504,"[65, 80, 65]",10
event,laboratory,1.5,"[65, 82, 63]",25,4,1.6101604234619062,"[64, 80, 66]",9
event,laboratory,1.5,"[65, 82, 63]",25,5,1.5594034527303506,"[64, 80, 66]",9
event,laboratory,1.5,"[65, 82, 63]",33,0,1.8282725764835186,"[69, 85, 70]",9
event,laboratory,1.5,"[65, 82, 63]",33,1,1.6520984875970028,"[67, 82, 66]",13
event,laboratory,1.5,"[65, 82, 63]",33,2,1.5856252643851256,"[63, 79, 67]",12
event,laboratory,1.5,"[65, 82, 63]",33,3,1.6224095057437504,"[65, 80, 65]",14
event,laboratory,1.5,"[65, 82, 63]",33,4,1.6101604234619062,"[64, 80, 66]",13
event,laboratory,1.5,"[65, 82, 63]",33,5,1.5594034527303506,"[64, 80, 66]",13
event,laboratory,1.5,"[82, 67, 75]",17,0,2.213389299815148,"[90, 69, 78]",0
event,laboratory,1.5,"[82, 67, 75]",17,1,1.9201344905565374,"[89, 71, 76]",1
event,laboratory,1.5,"[82, 67, 75]",17,2,1.7140791356291243,"[88, 74, 75]",1
event,laboratory,1.5,"[82, 67, 75]",17,3,1.8417537198420113,"[89, 72, 76]",1
event,laboratory,1.5,"[82, 67, 75]",17,4,1.7828849104477293,"[88, 73, 75]",2
event,laboratory,1.5,"[82, 67, 75]",17,5,1.6733036025742325,"[88, 74, 75]",1
event,laboratory,1.5,"[82, 67, 75]",25,0,2.213389299815148,"[90, 69, 78]",4
event,laboratory,1.5,"[82, 67, 75]",25,1,1.9201344905565374,"[89, 71, 76]",5
event,laboratory,1.5,"[82, 67, 75]",25,2,1.7140791356291243,"[88, 74, 75]",5
event,laboratory,1.5,"[82, 67, 75]",25,3,1.8417537198420113,"[89, 72, 76]",5
event,laboratory,1.5,"[82, 67, 75]",25,4,1.7828849104477293,"[88, 73, 75]",6
event,laboratory,1.5,"[82, 67, 75]",25,5,1.6733036025742325,"[88, 74, 75]",5
event,laboratory,1.5,"[82, 67, 75]",33,0,2.213389299815148,"[90, 69, 78]",8
event,laboratory,1.5,"[82, 67, 75]",33,1,1.9201344905565374,"[89, 71, 76]",9
event,laboratory,1.5,"[82, 67, 75]",33,2,1.7140791356291243,"[88, 74, 75]",9
event,laboratory,1.5,"[82, 67, 75]",33,3,1.8417537198420113,"[89, 72, 76]",9
event,laboratory,1.5,"[82, 67, 75]",33,4,1.7828849104477293,"[88, 73, 75]",10
event,laboratory,1.5,"[82, 67, 75]",33,5,1.6733036025742325,"[88, 74, 75]",9
event,laboratory,1.5,"[61, 51, 82]",17,0,1.6948761538419612,"[55, 51, 87]",2
event,laboratory,1.5,"[61, 51, 82]",17,1,1.4058818157164605,"[55, 51, 87]",2
event,laboratory,1.5,"[61, 51, 82]",17,2,1.2141046677228542,"[53, 51, 88]",0
event,laboratory,1.5,"[61, 51, 82]",17,3,1.3568212592563407,"[53, 51, 88]",0
event,laboratory,1.5,"[61, 51, 82]",17,4,1.2807734847670622,"[53, 51, 88]",0
event,laboratory,1.5,"[61, 51, 82]",17,5,1.2029700227502225,"[53, 51, 88]",0
event,laboratory,1.5,"[61, 51, 82]",25,0,1.8473175766312293,"[73, 49, 83]",0
event,laboratory,1.5,"[61, 51, 82]",25,1,1.5560983377759456,"[73, 48, 85]",0
event,laboratory,1.5,"[61, 51, 82]",25,2,1.4312578025169607,"[73, 61, 94]",0
event,laboratory,1.5,"[61, 51, 82]",25,3,1.4947976668008385,"[73, 48, 85]",0
event,laboratory,1.5,"[61, 51, 82]",25,4,1.4434213355184529,"[73, 61, 94]",0
event,laboratory,1.5,"[61, 51, 82]",25,5,1.3979234079861735,"[73, 62, 94]",0
event,laboratory,1.5,"[61, 51, 82]",33,0,1.990462168016117,"[75, 48, 83]",2
event,laboratory,1.5,"[61, 51, 82]",33,1,1.7515329385394642,"[77, 47, 83]",0
event,laboratory,1.5,"[61, 51, 82]",33,2,1.6152091498652932,"[77, 47, 84]",0
event,laboratory,1.5,"[61, 51, 82]",33,3,1.6223826289322583,"[77, 48, 83]",0
event,laboratory,1.5,"[61, 51, 82]",33,4,1.62458582513226,"[77, 48, 83]",0
event,laboratory,1.5,"[61, 51, 82]",33,5,1.5157977480890077,"[77, 48, 84]",0
event,laboratory,1.5,"[67, 80, 79]",17,0,1.8235130910616928,"[69, 86, 71]",0
event,laboratory,1.5,"[67, 80, 79]",17,1,1.611844888264452,"[60, 79, 71]",0
event,laboratory,1.5,"[67, 80, 79]",17,2,1.5413277609898002,"[61, 79, 71]",0
event,laboratory,1.5,"[67, 80, 79]",17,3,1.5708916649452191,"[61, 79, 71]",0
event,laboratory,1.5,"[67, 80, 79]",17,4,1.5622772508887963,"[61, 79, 71]",0
event,laboratory,1.5,"[67, 80, 79]",17,5,1.5135979635217045,"[61, 79, 71]",0
event,laboratory,1.5,"[67, 80, 79]",25,0,1.8282725764835186,"[69, 85, 70]",3
event,laboratory,1.5,"[67, 80, 79]",25,1,1.6508772586368656,"[67, 82, 67]",0
event,laboratory,1.5,"[67, 80, 79]",25,2,1.5856252643851256,"[63, 79, 67]",0
event,laboratory,1.5,"[67, 80, 79]",25,3,1.6170438912294713,"[62, 79, 67]",0
event,laboratory,1.5,"[67, 80, 79]",25,4,1.6089757881352325,"[63, 79, 67]",0
event,laboratory,1.5,"[67, 80, 79]",25,5,1.558717441192632,"[64, 80, 67]",0
event,laboratory,1.5,"[67, 80, 79]",33,0,1.9446596602206716,"[83, 76, 67]",0
event,laboratory,1.5,"[67, 80, 79]",33,1,1.7383165363529316,"[83, 77, 68]",0
event,laboratory,1.5,"[67, 80, 79]",33,2,1.6372717225439806,"[83, 77, 73]",0
event,laboratory,1.5,"[67, 80, 79]",33,3,1.6851230561716593,"[83, 74, 75]",0
event,laboratory,1.5,"[67, 80, 79]",33,4,1.6634368114181404,"[83, 76, 74]",0
event,laboratory,1.5,"[67, 80, 79]",33,5,1.6039632662943824,"[83, 77, 74]",0
event,laboratory,1.5,"[80, 62, 45]",17,0,1.5833404084489608,"[81, 58, 38]",1
event,laboratory,1.5,"[80, 62, 45]",17,1,1.3291423526826731,"[81, 58, 38]",1
event,laboratory,1.5,"[80, 62, 45]",17,2,1.1910872717841952,"[88, 54, 53]",0
event,laboratory,1.5,"[80, 62, 45]",17,3,1.2494500522707035,"[82, 58, 37]",0
event,laboratory,1.5,"[80, 62, 45]",17,4,1.2097268050477785,"[82, 58, 37]",0
event,laboratory,1.5,"[80, 62, 45]",17,5,1.1872726937580376,"[88, 54, 53]",0
event,laboratory,1.5,"[80, 62, 45]",25,0,1.8150831024736698,"[92, 50, 33]",0
event,laboratory,1.5,"[80, 62, 45]",25,1,1.6494943651557459,"[92, 50, 33]",0
event,laboratory,1.5,"[80, 62, 45]",25,2,1.531246395490144,"[92, 50, 55]",0
event,laboratory,1.5,"[80, 62, 45]",25,3,1.6068860527707403,"[92, 50, 33]",0
event,laboratory,1.5,"[80, 62, 45]",25,4,1.565339248642712,"[92, 50, 33]",0
event,laboratory,1.5,"[80, 62, 45]",25,5,1.5201693282792323,"[92, 50, 56]",0
event,laboratory,1.5,"[80, 62, 45]",33,0,1.8665223870786054,"[94, 46, 50]",0
event,laboratory,1.5,"[80, 62, 45]",33,1,1.8185396167116794,"[96, 46, 49]",0
event,laboratory,1.5,"[80, 62, 45]",33,2,1.7480089510986572,"[96, 46, 49]",0
event,laboratory,1.5,"[80, 62, 45]",33,3,1.7994844575158515,"[96, 46, 49]",0
event,laboratory,1.5,"[80, 62, 45]",33,4,1.7761798740549994,"[96, 46, 49]",0
event,laboratory,1.5,"[80, 62, 45]",33,5,1.7319145802752203,"[96, 46, 49]",0
event,laboratory,1.5,"[50, 44, 67]",17,0,1.2559801688908065,"[42, 41, 75]",0
event,laboratory,1.5,"[50, 44, 67]",17,1,1.2480480715742637,"[42, 36, 75]",0
event,laboratory,1.5,"[50, 44, 67]",17,2,1.231862293161188,"[42, 36, 75]",0
event,laboratory,1.5,"[50, 44, 67]",17,3,1.228089978137669,"[42, 36, 75]",0
event,laboratory,1.5,"[50, 44, 67]",17,4,1.2384036782643733,"[42, 36, 75]",0
event,laboratory,1.5,"[50, 44, 67]",17,5,1.220105158758977,"[42, 36, 75]",0
event,laboratory,1.5,"[50, 44, 67]",25,0,1.5353630679157362,"[51, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",25,1,1.4659487235925959,"[50, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",25,2,1.3940319298481396,"[50, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",25,3,1.4273066808714696,"[50, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",25,4,1.4167355710639316,"[50, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",25,5,1.370137018469643,"[49, 32, 79]",0
event,laboratory,1.5,"[50, 44, 67]",33,0,1.611741025608463,"[51, 33, 83]",0
event,laboratory,1.5,"[50, 44, 67]",33,1,1.5087547318148642,"[51, 28, 78]",0
event,laboratory,1.5,"[50, 44, 67]",33,2,1.4390568226093292,"[51, 28, 78]",0
event,laboratory,1.5,"[50, 44, 67]",33,3,1.4914436918255014,"[49, 28, 77]",0
event,laboratory,1.5,"[50, 44, 67]",33,4,1.4692604978853576,"[50, 28, 78]",0
event,laboratory,1.5,"[50, 44, 67]",33,5,1.4295136247286644,"[48, 28, 77]",0
event,laboratory,1.5,"[51, 80, 54]",17,0,1.4769962608428333,"[59, 78, 62]",0
event,laboratory,1.5,"[51, 80, 54]",17,1,1.418401153001847,"[59, 78, 62]",0
event,laboratory,1.5,"[51, 80, 54]",17,2,1.3744485221666871,"[59, 78, 62]",0
event,laboratory,1.5,"[51, 80, 54]",17,3,1.357027105198253,"[59, 79, 62]",0
event,laboratory,1.5,"[51, 80, 54]",17,4,1.3711648333960573,"[59, 78, 62]",0
event,laboratory,1.5,"[51, 80, 54]",17,5,1.3205975066268136,"[59, 79, 62]",0
event,laboratory,1.5,"[51, 80, 54]",25,0,1.7151849194025255,"[63, 77, 65]",0
event,laboratory,1.5,"[51, 80, 54]",25,1,1.6504611705958994,"[63, 79, 65]",0
event,laboratory,1.5,"[51, 80, 54]",25,2,1.5844370531827103,"[63, 79, 66]",0
event,laboratory,1.5,"[51, 80, 54]",25,3,1.6193232379713154,"[63, 79, 66]",0
event,laboratory,1.5,"[51, 80, 54]",25,4,1.609447829259347,"[63, 79, 66]",0
event,laboratory,1.5,"[51, 80, 54]",25,5,1.5548628654034746,"[63, 80, 66]",0
event,laboratory,1.5,"[51, 80, 54]",33,0,1.7373437282887303,"[65, 82, 63]",2
event,laboratory,1.5,"[51, 80, 54]",33,1,1.6520984875970028,"[67, 82, 66]",0
event,laboratory,1.5,"[51, 80, 54]",33,2,1.5856252643851256,"[63, 79, 67]",3
event,laboratory,1.5,"[51, 80, 54]",33,3,1.6224095057437504,"[65, 80, 65]",2
event,laboratory,1.5,"[51, 80, 54]",33,4,1.6101604234619062,"[64, 80, 66]",3
event,laboratory,1.5,"[51, 80, 54]",33,5,1.5594034527303506,"[64, 80, 66]",3
central,laboratory,2.0,64_64_64,32,0,1.8677365107695112,"[79, 48, 79]",0
central,laboratory,2.0,64_64_64,32,1,1.6893427593874617,"[79, 48, 79]",0
central,laboratory,2.0,64_64_64,32,2,1.5506001290696385,"[79, 48, 79]",0
central,laboratory,2.0,64_64_64,32,3,1.5748723863273437,"[64, 79, 66]",0
central,laboratory,2.0,64_64_64,32,4,1.5583398444177419,"[63, 79, 67]",0
central,laboratory,2.0,64_64_64,32,5,1.4763850279133481,"[63, 79, 68]",0
central,laboratory,2.0,64_64_64,48,0,2.080310763115811,"[87, 73, 74]",0
central,laboratory,2.0,64_64_64,48,1,1.814671883310362,"[87, 73, 75]",0
central,laboratory,2.0,64_64_64,48,2,1.6665933679168734,"[87, 40, 47]",0
central,laboratory,2.0,64_64_64,48,3,1.7360067980814236,"[87, 73, 76]",0
central,laboratory,2.0,64_64_64,48,4,1.6834834444370668,"[87, 40, 48]",0
central,laboratory,2.0,64_64_64,48,5,1.589918667581873,"[87, 40, 47]",0
central,laboratory,2.0,64_64_64,64,0,2.270792839598196,"[85, 32, 49]",0
central,laboratory,2.0,64_64_64,64,1,2.010609501886198,"[85, 32, 32]",0
central,laboratory,2.0,64_64_64,64,2,1.9240498040099665,"[86, 32, 44]",0
central,laboratory,2.0,64_64_64,64,3,1.9148440174026116,"[85, 32, 32]",0
central,laboratory,2.0,64_64_64,64,4,1.9210164853865663,"[85, 32, 32]",0
central,laboratory,2.0,64_64_64,64,5,1.8741514376231656,"[32, 95, 32]",0
event,laboratory,2.0,"[65, 82, 63]",17,0,1.8282725764835186,"[69, 85, 70]",1
event,laboratory,2.0,"[65, 82, 63]",17,1,1.6246807418229827,"[63, 79, 66]",5
event,laboratory,2.0,"[65, 82, 63]",17,2,1.522413318278815,"[64, 80, 67]",4
event,laboratory,2.0,"[65, 82, 63]",17,3,1.5781354973766644,"[65, 80, 65]",6
event,laboratory,2.0,"[65, 82, 63]",17,4,1.5594034527303506,"[64, 80, 66]",5
event,laboratory,2.0,"[65, 82, 63]",17,5,1.4793990644901343,"[64, 80, 67]",4
event,laboratory,2.0,"[65, 82, 63]",25,0,1.8282725764835186,"[69, 85, 70]",5
event,laboratory,2.0,"[65, 82, 63]",25,1,1.6246807418229827,"[63, 79, 66]",9
event,laboratory,2.0,"[65, 82, 63]",25,2,1.522413318278815,"[64, 80, 67]",8
event,laboratory,2.0,"[65, 82, 63]",25,3,1.5781354973766644,"[65, 80, 65]",10
event,laboratory,2.0,"[65, 82, 63]",25,4,1.5594034527303506,"[64, 80, 66]",9
event,laboratory,2.0,"[65, 82, 63]",25,5,1.4793990644901343,"[64, 80, 67]",8
event,laboratory,2.0,"[65, 82, 63]",33,0,1.8282725764835186,"[69, 85, 70]",9
event,laboratory,2.0,"[65, 82, 63]",33,1,1.6246807418229827,"[63, 79, 66]",13
event,laboratory,2.0,"[65, 82, 63]",33,2,1.534197631053824,"[81, 81, 69]",0
event,laboratory,2.0,"[65, 82, 63]",33,3,1.5781354973766644,"[65, 80, 65]",14
event,laboratory,2.0,"[65, 82, 63]",33,4,1.5594034527303506,"[64, 80, 66]",13
event,laboratory,2.0,"[65, 82, 63]",33,5,1.51401495216806,"[81, 81, 69]",0
event,laboratory,2.0,"[82, 67, 75]",17,0,2.213389299815148,"[90, 69, 78]",0
event,laboratory,2.0,"[82, 67, 75]",17,1,1.8242035663364937,"[89, 72, 76]",1
event,laboratory,2.0,"[82, 67, 75]",17,2,1.602544849249625,"[87, 75, 74]",0
event,laboratory,2.0,"[82, 67, 75]",17,3,1.749948955028405,"[89, 73, 76]",1
event,laboratory,2.0,"[82, 67, 75]",17,4,1.6733036025742325,"[88, 74, 75]",1
event,laboratory,2.0,"[82, 67, 75]",17,5,1.567282599420241,"[89, 75, 74]",0
event,laboratory,2.0,"[82, 67, 75]",25,0,2.213389299815148,"[90, 69, 78]",4
event,laboratory,2.0,"[82, 67, 75]",25,1,1.8242035663364937,"[89, 72, 76]",5
event,laboratory,2.0,"[82, 67, 75]",25,2,1.6134444647097614,"[86, 77, 73]",2
event,laboratory,2.0,"[82, 67, 75]",25,3,1.749948955028405,"[89, 73, 76]",5
event,laboratory,2.0,"[82, 67, 75]",25,4,1.6733036025742325,"[88, 74, 75]",5
event,laboratory,2.0,"[82, 67, 75]",25,5,1.573607026038028,"[88, 77, 73]",2
event,laboratory,2.0,"[82, 67, 75]",33,0,2.213389299815148,"[90, 69, 78]",8
event,laboratory,2.0,"[82, 67, 75]",33,1,1.8242035663364937,"[89, 72, 76]",9
event,laboratory,2.0,"[82, 67, 75]",33,2,1.633389603392267,"[98, 51, 59]",0
event,laboratory,2.0,"[82, 67, 75]",33,3,1.749948955028405,"[89, 73, 76]",9
event,laboratory,2.0,"[82, 67, 75]",33,4,1.6733036025742325,"[88, 74, 75]",9
event,laboratory,2.0,"[82, 67, 75]",33,5,1.590500830605079,"[98, 76, 74]",0
event,laboratory,2.0,"[61, 51, 82]",17,0,1.6948761538419612,"[55, 51, 87]",2
event,laboratory,2.0,"[61, 51, 82]",17,1,1.315821216191201,"[54, 51, 87]",1
event,laboratory,2.0,"[61, 51, 82]",17,2,1.1483770253123808,"[53, 50, 89]",0
event,laboratory,2.0,"[61, 51, 82]",17,3,1.2787452713143763,"[53, 51, 87]",0
event,laboratory,2.0,"[61, 51, 82]",17,4,1.2029700227502225,"[53, 51, 88]",0
event,laboratory,2.0,"[61, 51, 82]",17,5,1.1361921496732212,"[53, 50, 90]",0
event,laboratory,2.0,"[61, 51, 82]",25,0,1.8473175766312293,"[73, 49, 83]",0
event,laboratory,2.0,"[61, 51, 82]",25,1,1.4711603234602348,"[73, 48, 85]",0
event,laboratory,2.0,"[61, 51, 82]",25,2,1.3756233050185926,"[73, 61, 94]",0
event,laboratory,2.0,"[61, 51, 82]",25,3,1.4057892372703062,"[73, 62, 94]",0
event,laboratory,2.0,"[61, 51, 82]",25,4,1.3979234079861735,"[73, 62, 94]",0
event,laboratory,2.0,"[61, 51, 82]",25,5,1.333245478705101,"[73, 62, 94]",0
event,laboratory,2.0,"[61, 51, 82]",33,0,1.990462168016117,"[75, 48, 83]",2
event,laboratory,2.0,"[61, 51, 82]",33,1,1.664514139018364,"[77, 48, 83]",0
event,laboratory,2.0,"[61, 51, 82]",33,2,1.5116737985389488,"[77, 48, 84]",0
event,laboratory,2.0,"[61, 51, 82]",33,3,1.5126551715389287,"[77, 48, 84]",0
event,laboratory,2.0,"[61, 51, 82]",33,4,1.5157977480890077,"[77, 48, 84]",0
event,laboratory,2.0,"[61, 51, 82]",33,5,1.4334769450934297,"[77, 62, 97]",0
event,laboratory,2.0,"[67, 80, 79]",17,0,1.8235130910616928,"[69, 86, 71]",0
event,laboratory,2.0,"[67, 80, 79]",17,1,1.5777184934977944,"[61, 79, 71]",0
event,laboratory,2.0,"[67, 80, 79]",17,2,1.4850637037183332,"[62, 79, 71]",0
event,laboratory,2.0,"[67, 80, 79]",17,3,1.5225723971924512,"[61, 79, 71]",0
event,laboratory,2.0,"[67, 80, 79]",17,4,1.5135979635217045,"[61, 79, 71]",0
event,laboratory,2.0,"[67, 80, 79]",17,5,1.4484508167204144,"[62, 80, 71]",0
event,laboratory,2.0,"[67, 80, 79]",25,0,1.8282725764835186,"[69, 85, 70]",3
event,laboratory,2.0,"[67, 80, 79]",25,1,1.6237029795887883,"[62, 79, 67]",0
event,laboratory,2.0,"[67, 80, 79]",25,2,1.522413318278815,"[64, 80, 67]",0
event,laboratory,2.0,"[67, 80, 79]",25,3,1.5734349008415767,"[63, 80, 67]",0
event,laboratory,2.0,"[67, 80, 79]",25,4,1.558717441192632,"[64, 80, 67]",0
event,laboratory,2.0,"[67, 80, 79]",25,5,1.4793990644901343,"[64, 80, 67]",0
event,laboratory,2.0,"[67, 80, 79]",33,0,1.9446596602206716,"[83, 76, 67]",0
event,laboratory,2.0,"[67, 80, 79]",33,1,1.6815621309876871,"[83, 75, 75]",0
event,laboratory,2.0,"[67, 80, 79]",33,2,1.5812426467278906,"[83, 80, 70]",0
event,laboratory,2.0,"[67, 80, 79]",33,3,1.637193364921959,"[83, 75, 75]",0
event,laboratory,2.0,"[67, 80, 79]",33,4,1.6039632662943824,"[83, 77, 74]",0
event,laboratory,2.0,"[67, 80, 79]",33,5,1.5449297085758436,"[83, 81, 70]",0
event,laboratory,2.0,"[80, 62, 45]",17,0,1.5833404084489608,"[81, 58, 38]",1
event,laboratory,2.0,"[80, 62, 45]",17,1,1.2444235819412337,"[81, 58, 38]",1
event,laboratory,2.0,"[80, 62, 45]",17,2,1.168645343597604,"[88, 54, 53]",0
event,laboratory,2.0,"[80, 62, 45]",17,3,1.2163950559773706,"[88, 54, 53]",0
event,laboratory,2.0,"[80, 62, 45]",17,4,1.1872726937580376,"[88, 54, 53]",0
event,laboratory,2.0,"[80, 62, 45]",17,5,1.171486893206746,"[88, 54, 53]",0
event,laboratory,2.0,"[80, 62, 45]",25,0,1.8150831024736698,"[92, 50, 33]",0
event,laboratory,2.0,"[80, 62, 45]",25,1,1.5907426367834214,"[92, 50, 33]",0
event,laboratory,2.0,"[80, 62, 45]",25,2,1.5145615182873917,"[92, 50, 57]",0
event,laboratory,2.0,"[80, 62, 45]",25,3,1.543133296329118,"[92, 50, 33]",0
event,laboratory,2.0,"[80, 62, 45]",25,4,1.5201693282792323,"[92, 50, 56]",0
event,laboratory,2.0,"[80, 62, 45]",25,5,1.4960211048875998,"[92, 50, 57]",0
event,laboratory,2.0,"[80, 62, 45]",33,0,1.8665223870786054,"[94, 46, 50]",0
event,laboratory,2.0,"[80, 62, 45]",33,1,1.7907803348321538,"[96, 46, 49]",0
event,laboratory,2.0,"[80, 62, 45]",33,2,1.7009735016427852,"[96, 46, 49]",0
event,laboratory,2.0,"[80, 62, 45]",33,3,1.7574112312203738,"[96, 46, 49]",0
event,laboratory,2.0,"[80, 62, 45]",33,4,1.7319145802752203,"[96, 46, 49]",0
event,laboratory,2.0,"[80, 62, 45]",33,5,1.6716778988978702,"[96, 46, 50]",0
event,laboratory,2.0,"[50, 44, 67]",17,0,1.2559801688908065,"[42, 41, 75]",0
event,laboratory,2.0,"[50, 44, 67]",17,1,1.2429790865639427,"[42, 36, 75]",0
event,laboratory,2.0,"[50, 44, 67]",17,2,1.2089107799279355,"[42, 36, 75]",0
event,laboratory,2.0,"[50, 44, 67]",17,3,1.208902904499009,"[42, 36, 75]",0
event,laboratory,2.0,"[50, 44, 67]",17,4,1.220105158758977,"[42, 36, 75]",0
event,laboratory,2.0,"[50, 44, 67]",17,5,1.1899480894642902,"[42, 36, 75]",0
event,laboratory,2.0,"[50, 44, 67]",25,0,1.5353630679157362,"[51, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",25,1,1.433472365370951,"[50, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",25,2,1.3361090790574066,"[49, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",25,3,1.3895595301212635,"[49, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",25,4,1.370137018469643,"[49, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",25,5,1.3189632956664812,"[46, 32, 79]",0
event,laboratory,2.0,"[50, 44, 67]",33,0,1.611741025608463,"[51, 33, 83]",0
event,laboratory,2.0,"[50, 44, 67]",33,1,1.4837060641001993,"[51, 28, 78]",0
event,laboratory,2.0,"[50, 44, 67]",33,2,1.3881079558563627,"[47, 28, 77]",0
event,laboratory,2.0,"[50, 44, 67]",33,3,1.4639905285561812,"[48, 28, 77]",0
event,laboratory,2.0,"[50, 44, 67]",33,4,1.4295136247286644,"[48, 28, 77]",0
event,laboratory,2.0,"[50, 44, 67]",33,5,1.3783246970850356,"[46, 28, 77]",0
event,laboratory,2.0,"[51, 80, 54]",17,0,1.4769962608428333,"[59, 78, 62]",0
event,laboratory,2.0,"[51, 80, 54]",17,1,1.3878139813546921,"[59, 78, 62]",0
event,laboratory,2.0,"[51, 80, 54]",17,2,1.3229100042965138,"[59, 78, 62]",0
event,laboratory,2.0,"[51, 80, 54]",17,3,1.3082855967059648,"[59, 79, 62]",0
event,laboratory,2.0,"[51, 80, 54]",17,4,1.3205975066268136,"[59, 79, 62]",0
event,laboratory,2.0,"[51, 80, 54]",17,5,1.256972045173842,"[59, 79, 62]",0
event,laboratory,2.0,"[51, 80, 54]",25,0,1.7151849194025255,"[63, 77, 65]",0
event,laboratory,2.0,"[51, 80, 54]",25,1,1.6246807418229827,"[63, 79, 66]",0
event,laboratory,2.0,"[51, 80, 54]",25,2,1.5172327307633917,"[63, 80, 66]",0
event,laboratory,2.0,"[51, 80, 54]",25,3,1.5732296720276275,"[63, 79, 66]",0
event,laboratory,2.0,"[51, 80, 54]",25,4,1.5548628654034746,"[63, 80, 66]",0
event,laboratory,2.0,"[51, 80, 54]",25,5,1.471140615248682,"[63, 80, 66]",0
event,laboratory,2.0,"[51, 80, 54]",33,0,1.7373437282887303,"[65, 82, 63]",2
event,laboratory,2.0,"[51, 80, 54]",33,1,1.6246807418229827,"[63, 79, 66]",4
event,laboratory,2.0,"[51, 80, 54]",33,2,1.5688643759310588,"[35, 96, 38]",0
event,laboratory,2.0,"[51, 80, 54]",33,3,1.5781354973766644,"[65, 80, 65]",2
event,laboratory,2.0,"[51, 80, 54]",33,4,1.5594034527303506,"[64, 80, 66]",3
event,laboratory,2.0,"[51, 80, 54]",33,5,1.5117996656594075,"[35, 96, 38]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,0,1.2345824789283133,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,1,1.227728799542024,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,2,1.2017718985704375,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,3,1.2234148982953081,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,4,1.2139975463544,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,32,5,1.195850665525986,"[79, 48, 79]",0
central,original_64_mean_subtracted,0.5,64_64_64,48,0,1.4546031207451233,"[75, 48, 83]",4
central,original_64_mean_subtracted,0.5,64_64_64,48,1,1.4184513965672694,"[76, 47, 83]",4
central,original_64_mean_subtracted,0.5,64_64_64,48,2,1.3635081804703457,"[76, 47, 83]",4
central,original_64_mean_subtracted,0.5,64_64_64,48,3,1.3703825264194096,"[40, 87, 40]",0
central,original_64_mean_subtracted,0.5,64_64_64,48,4,1.3680695874609614,"[76, 47, 83]",4
central,original_64_mean_subtracted,0.5,64_64_64,48,5,1.338907623430763,"[40, 87, 40]",0
central,original_64_mean_subtracted,0.5,64_64_64,64,0,2.0890644187301164,"[32, 82, 32]",0
central,original_64_mean_subtracted,0.5,64_64_64,64,1,2.0730807876497543,"[32, 82, 32]",0
