frame,event,center,width,reference,sampled_ratio,status,lower,upper,interval_covers_sampled_ratio,false_reassurance,minimum_edge_cells,max_relative_expansion_change,heldout_relative_miss,truncation_relative_change,screen_pass_0.005,screen_status_0.005,screen_pass_0.01,screen_status_0.01,screen_pass_0.02,screen_status_0.02
expanded_128_mean_subtracted,2,"[83, 76, 63]",1.0,1.6083154884565465,0.8818735437021287,resolved,0.9416871567496945,0.9420328559953385,False,True,5,0.0,0.009853378260024043,1.7281036636341922e-05,False,abstain,True,resolved,True,resolved
expanded_128_mean_subtracted,3,"[65, 82, 62]",1.0,1.3206604955022516,0.9348596363534859,resolved,0.968984814671187,0.9692982986906002,False,False,0,0.09564913642803585,0.0054123206576936695,1.2443833980524176e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,4,"[46, 79, 74]",1.0,1.14077081559416,0.9329627249345778,resolved,0.9785606623955453,0.978859144336035,False,False,0,0.22159634245921755,0.0025014529320322165,1.9256796849366232e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,5,"[52, 63, 46]",1.0,1.6669165102123926,0.9148176423015233,resolved,0.9936667384878788,0.9939621650428356,False,False,0,0.34326451683421144,0.005346041043192112,5.483545819687059e-06,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,6,"[51, 64, 69]",1.0,1.5246602205727082,0.9178214866770411,resolved,0.9495962808703761,0.9499161637918825,False,False,1,0.12305666085588274,0.009618079007539446,1.881563821841521e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,7,"[58, 81, 47]",1.0,1.6070338126129207,0.9574937378507671,resolved,0.9791856130635392,0.9794730423354768,False,False,0,0.30637580300874445,0.0050038961192002355,8.304681542018826e-06,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,0,"[56, 53, 83]",1.5,1.5320887712489424,0.8634886826849053,resolved,0.9643377028081498,0.9646716924593065,False,True,0,0.0048722663423617085,0.0031157002850843714,2.7400439957530695e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,1,"[82, 50, 78]",1.5,1.4938085973692121,0.8999763141669883,resolved,0.9558213815857336,0.9561491081885198,False,True,0,0.09791137564180663,0.03370999162197715,2.4765460911751607e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,2,"[83, 76, 63]",1.5,1.6083154884565465,0.8164350115502857,resolved,0.9192954395768914,0.9196831053314478,False,True,0,0.0037876900703699423,0.018671471293506464,1.8166589503371182e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,3,"[65, 82, 62]",1.5,1.3206604955022516,0.8946807229409605,resolved,0.9531545970278907,0.9534955215098694,False,True,0,0.127575466666084,0.004794187841963278,1.6375679326486545e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,4,"[46, 79, 74]",1.5,1.14077081559416,0.9057468690553546,resolved,0.9579245883572889,0.9582470312271671,False,False,0,0.23150316191603015,0.003913839544037193,3.660419546595449e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,5,"[52, 63, 46]",1.5,1.6669165102123926,0.9075035597392733,resolved,0.9928248095367269,0.9931221516280433,False,False,0,0.3860425219865953,0.0019136288717057457,1.2368136853952886e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,6,"[51, 64, 69]",1.5,1.5246602205727082,0.860918647633262,resolved,0.9230404917627271,0.9233975658449818,False,True,0,0.11912574327418235,0.026256855162758632,2.6395538913465886e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,7,"[58, 81, 47]",1.5,1.6070338126129207,0.9278413667333362,resolved,0.9718508165614463,0.9721512534652454,False,False,0,0.30208399809802766,0.005176246269127125,1.898950657425906e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,0,"[56, 53, 83]",2.0,1.5320887712489424,0.837034341020867,resolved,0.9499914833234865,0.9503482121904674,False,True,0,0.0048722663423617085,0.0066212448958880375,3.459904239238135e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,1,"[82, 50, 78]",2.0,1.4938085973692121,0.8546967009659808,resolved,0.9735067981535643,0.9738373585786687,False,True,0,0.09568848785441841,0.0007029024867121588,3.0259452225550328e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,2,"[83, 76, 63]",2.0,1.6083154884565465,0.7566345260567613,resolved,0.9269543739138221,0.9273673468317652,False,True,0,0.04393388230371342,0.023222837389557063,1.9463129003371827e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,3,"[65, 82, 62]",2.0,1.3206604955022516,0.8590525401512754,resolved,0.937965698187048,0.9383320064560617,False,True,0,0.13467893363910188,0.009325035163658065,2.342262596905094e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,4,"[46, 79, 74]",2.0,1.14077081559416,0.8732746165365892,resolved,0.9329842847043709,0.9333384829991853,False,True,0,0.23150316191603015,0.007585865953016659,4.524320836299323e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,5,"[52, 63, 46]",2.0,1.6669165102123926,0.9039020639106558,resolved,0.9871052519253568,0.9874062704282603,False,False,0,0.4193472622639285,0.00239362491110674,2.015445846242809e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,6,"[51, 64, 69]",2.0,1.5246602205727082,0.8025248192276737,resolved,0.9195214611677712,0.9199053653097033,False,True,0,0.15580369629119661,0.03341229950469181,2.9108257792162786e-05,False,abstain,False,abstain,False,abstain
expanded_128_mean_subtracted,7,"[58, 81, 47]",2.0,1.6070338126129207,0.9033890162630621,resolved,0.9662294933992718,0.9665403657582282,False,False,0,0.31324231418596016,0.006301834255556645,3.0428788140876703e-05,False,abstain,False,abstain,False,abstain
